"p, q, n, Phi, e, k, d",Totient,Binary Totient,# Hot Bits,Transparency Percentage
"[89, 367, 32663, 32208, 5, 3, 19325]",32208,0b111110111010000,9,0.04
"[103, 149, 15347, 15096, 3, 1, 20128]",15096,0b11101011111000,9,0.04
"[107, 281, 30067, 29680, 5, 1, 35616]",29680,0b111001111110000,9,0.04
"[137, 223, 30551, 30192, 5, 2, 12077]",30192,0b111010111110000,9,0.04
"[137, 239, 32743, 32368, 5, 3, 19421]",32368,0b111111001110000,9,0.04
"[137, 463, 63431, 62832, 17, 1, 66528]",62832,0b1111010101110000,9,0.04
"[137, 463, 63431, 62832, 257, 143, 34961]",62832,0b1111010101110000,9,0.04
"[137, 463, 63431, 62832, 65537, 16039, 15377]",62832,0b1111010101110000,9,0.04
"[137, 467, 63979, 63376, 17, 1, 67104]",63376,0b1111011110010000,9,0.04
"[137, 467, 63979, 63376, 257, 5, 1233]",63376,0b1111011110010000,9,0.04
"[137, 467, 63979, 63376, 65537, 60624, 58625]",63376,0b1111011110010000,9,0.04
"[139, 229, 31831, 31464, 5, 1, 6293]",31464,0b111101011101000,9,0.04
"[139, 229, 31831, 31464, 17, 6, 11105]",31464,0b111101011101000,9,0.04
"[139, 229, 31831, 31464, 257, 7, 857]",31464,0b111101011101000,9,0.04
"[139, 229, 31831, 31464, 65537, 12183, 5849]",31464,0b111101011101000,9,0.04
"[139, 457, 63523, 62928, 17, 3, 11105]",62928,0b1111010111010000,9,0.04
"[139, 457, 63523, 62928, 257, 132, 32321]",62928,0b1111010111010000,9,0.04
"[139, 457, 63523, 62928, 65537, 38860, 37313]",62928,0b1111010111010000,9,0.04
"[149, 191, 28459, 28120, 5, 1, 33744]",28120,0b110110111011000,9,0.04
"[149, 191, 28459, 28120, 17, 8, 13233]",28120,0b110110111011000,9,0.04
"[149, 191, 28459, 28120, 257, 12, 1313]",28120,0b110110111011000,9,0.04
"[149, 191, 28459, 28120, 65537, 32053, 13753]",28120,0b110110111011000,9,0.04
"[149, 409, 60941, 60384, 5, 1, 12077]",60384,0b1110101111100000,9,0.04
"[167, 197, 32899, 32536, 5, 4, 26029]",32536,0b111111100011000,9,0.04
"[167, 197, 32899, 32536, 17, 9, 17225]",32536,0b111111100011000,9,0.04
"[167, 197, 32899, 32536, 257, 5, 633]",32536,0b111111100011000,9,0.04
"[167, 197, 32899, 32536, 65537, 42141, 20921]",32536,0b111111100011000,9,0.04
"[173, 179, 30967, 30616, 5, 4, 24493]",30616,0b111011110011000,9,0.04
"[173, 179, 30967, 30616, 17, 1, 1801]",30616,0b111011110011000,9,0.04
"[173, 179, 30967, 30616, 257, 109, 12985]",30616,0b111011110011000,9,0.04
"[173, 179, 30967, 30616, 65537, 2725, 1273]",30616,0b111011110011000,9,0.04
"[191, 281, 53671, 53200, 17, 12, 37553]",53200,0b1100111111010000,9,0.04
"[191, 281, 53671, 53200, 257, 256, 52993]",53200,0b1100111111010000,9,0.04
"[191, 281, 53671, 53200, 65537, 23496, 19073]",53200,0b1100111111010000,9,0.04
"[197, 293, 57721, 57232, 5, 2, 22893]",57232,0b1101111110010000,9,0.04
"[197, 293, 57721, 57232, 17, 5, 16833]",57232,0b1101111110010000,9,0.04
"[197, 293, 57721, 57232, 257, 244, 54337]",57232,0b1101111110010000,9,0.04
"[197, 293, 57721, 57232, 65537, 50441, 44049]",57232,0b1101111110010000,9,0.04
"[197, 313, 61661, 61152, 5, 2, 24461]",61152,0b1110111011100000,9,0.04
"[197, 317, 62449, 61936, 5, 4, 49549]",61936,0b1111000111110000,9,0.04
"[197, 317, 62449, 61936, 17, 10, 36433]",61936,0b1111000111110000,9,0.04
"[197, 317, 62449, 61936, 257, 1, 241]",61936,0b1111000111110000,9,0.04
"[197, 317, 62449, 61936, 65537, 10938, 10337]",61936,0b1111000111110000,9,0.04
"[227, 281, 63787, 63280, 17, 14, 52113]",63280,0b1111011100110000,9,0.04
"[227, 281, 63787, 63280, 257, 31, 7633]",63280,0b1111011100110000,9,0.04
"[227, 281, 63787, 63280, 65537, 47592, 45953]",63280,0b1111011100110000,9,0.04
"[229, 269, 61601, 61104, 5, 1, 12221]",61104,0b1110111010110000,9,0.04
"[229, 269, 61601, 61104, 17, 14, 50321]",61104,0b1110111010110000,9,0.04
"[229, 269, 61601, 61104, 257, 228, 54209]",61104,0b1110111010110000,9,0.04
"[229, 269, 61601, 61104, 65537, 40020, 37313]",61104,0b1110111010110000,9,0.04
"[233, 239, 55687, 55216, 17, 1, 58464]",55216,0b1101011110110000,9,0.04
"[233, 239, 55687, 55216, 257, 145, 31153]",55216,0b1101011110110000,9,0.04
"[233, 239, 55687, 55216, 65537, 2432, 2049]",55216,0b1101011110110000,9,0.04
"[233, 263, 61279, 60784, 17, 15, 53633]",60784,0b1110110101110000,9,0.04
"[233, 263, 61279, 60784, 257, 220, 52033]",60784,0b1110110101110000,9,0.04
"[233, 263, 61279, 60784, 65537, 14216, 13185]",60784,0b1110110101110000,9,0.04
"[337, 359, 120983, 120288, 17, 13, 91985]",120288,0b11101010111100000,9,0.04
"[337, 359, 120983, 120288, 257, 107, 50081]",120288,0b11101010111100000,9,0.04
"[337, 359, 120983, 120288, 65537, 37119, 68129]",120288,0b11101010111100000,9,0.04
"[337, 383, 129071, 128352, 17, 8, 60401]",128352,0b11111010101100000,9,0.04
"[337, 383, 129071, 128352, 257, 33, 16481]",128352,0b11111010101100000,9,0.04
"[337, 383, 129071, 128352, 65537, 13170, 25793]",128352,0b11111010101100000,9,0.04
"[347, 353, 122491, 121792, 17, 4, 28657]",121792,0b11101101111000000,9,0.04
"[353, 367, 129551, 128832, 17, 14, 106097]",128832,0b11111011101000000,9,0.04
"[43, 439, 18877, 18396, 3, 1, 24528]",18396,0b100011111011100,9,0.03
"[43, 439, 18877, 18396, 5, 4, 14717]",18396,0b100011111011100,9,0.03
"[43, 439, 18877, 18396, 17, 8, 8657]",18396,0b100011111011100,9,0.03
"[43, 439, 18877, 18396, 257, 188, 13457]",18396,0b100011111011100,9,0.03
"[43, 439, 18877, 18396, 65537, 62263, 17477]",18396,0b100011111011100,9,0.03
"[47, 443, 20821, 20332, 3, 2, 13555]",20332,0b100111101101100,9,0.03
"[47, 443, 20821, 20332, 5, 2, 8133]",20332,0b100111101101100,9,0.03
"[47, 443, 20821, 20332, 17, 1, 21528]",20332,0b100111101101100,9,0.03
"[47, 443, 20821, 20332, 257, 62, 4905]",20332,0b100111101101100,9,0.03
"[47, 443, 20821, 20332, 65537, 10550, 3273]",20332,0b100111101101100,9,0.03
"[47, 467, 21949, 21436, 3, 2, 14291]",21436,0b101001110111100,9,0.03
"[47, 467, 21949, 21436, 5, 4, 17149]",21436,0b101001110111100,9,0.03
"[47, 467, 21949, 21436, 17, 1, 1261]",21436,0b101001110111100,9,0.03
"[47, 467, 21949, 21436, 257, 93, 7757]",21436,0b101001110111100,9,0.03
"[47, 467, 21949, 21436, 65537, 33915, 11093]",21436,0b101001110111100,9,0.03
"[47, 499, 23453, 22908, 3, 1, 30544]",22908,0b101100101111100,9,0.03
"[47, 499, 23453, 22908, 5, 3, 13745]",22908,0b101100101111100,9,0.03
"[47, 499, 23453, 22908, 17, 15, 20213]",22908,0b101100101111100,9,0.03
"[47, 499, 23453, 22908, 257, 22, 1961]",22908,0b101100101111100,9,0.03
"[47, 499, 23453, 22908, 65537, 57003, 19925]",22908,0b101100101111100,9,0.03
"[59, 389, 22951, 22504, 3, 2, 15003]",22504,0b101011111101000,9,0.03
"[71, 293, 20803, 20440, 3, 2, 13627]",20440,0b100111111011000,9,0.03
"[79, 263, 20777, 20436, 3, 1, 27248]",20436,0b100111111010100,9,0.03
"[79, 263, 20777, 20436, 5, 4, 16349]",20436,0b100111111010100,9,0.03
"[79, 263, 20777, 20436, 17, 8, 9617]",20436,0b100111111010100,9,0.03
"[79, 263, 20777, 20436, 257, 114, 9065]",20436,0b100111111010100,9,0.03
"[79, 263, 20777, 20436, 65537, 28840, 8993]",20436,0b100111111010100,9,0.03
"[79, 283, 22357, 21996, 3, 1, 29328]",21996,0b101010111101100,9,0.03
"[79, 283, 22357, 21996, 5, 4, 17597]",21996,0b101010111101100,9,0.03
"[79, 283, 22357, 21996, 17, 9, 11645]",21996,0b101010111101100,9,0.03
"[79, 283, 22357, 21996, 257, 177, 15149]",21996,0b101010111101100,9,0.03
"[79, 283, 22357, 21996, 65537, 23541, 7901]",21996,0b101010111101100,9,0.03
"[83, 263, 21829, 21484, 3, 2, 14323]",21484,0b101001111101100,9,0.03
"[83, 263, 21829, 21484, 5, 1, 4297]",21484,0b101001111101100,9,0.03
"[83, 263, 21829, 21484, 17, 13, 16429]",21484,0b101001111101100,9,0.03
"[83, 263, 21829, 21484, 257, 215, 17973]",21484,0b101001111101100,9,0.03
"[83, 263, 21829, 21484, 65537, 13047, 4277]",21484,0b101001111101100,9,0.03
"[83, 271, 22493, 22140, 3, 1, 29520]",22140,0b101011001111100,9,0.03
"[83, 271, 22493, 22140, 5, 1, 26568]",22140,0b101011001111100,9,0.03
"[83, 271, 22493, 22140, 17, 14, 18233]",22140,0b101011001111100,9,0.03
"[83, 271, 22493, 22140, 257, 142, 12233]",22140,0b101011001111100,9,0.03
"[83, 271, 22493, 22140, 65537, 53439, 18053]",22140,0b101011001111100,9,0.03
"[83, 541, 44903, 44280, 5, 1, 53136]",44280,0b1010110011111000,9,0.03
"[83, 541, 44903, 44280, 17, 7, 18233]",44280,0b1010110011111000,9,0.03
"[83, 541, 44903, 44280, 257, 71, 12233]",44280,0b1010110011111000,9,0.03
"[83, 541, 44903, 44280, 65537, 59488, 40193]",44280,0b1010110011111000,9,0.03
"[89, 443, 39427, 38896, 5, 4, 31117]",38896,0b1001011111110000,9,0.03
"[101, 367, 37067, 36600, 5, 1, 43920]",36600,0b1000111011111000,9,0.03
"[101, 367, 37067, 36600, 17, 1, 2153]",36600,0b1000111011111000,9,0.03
"[101, 367, 37067, 36600, 257, 80, 11393]",36600,0b1000111011111000,9,0.03
"[101, 367, 37067, 36600, 65537, 18037, 10073]",36600,0b1000111011111000,9,0.03
"[107, 199, 21293, 20988, 3, 1, 27984]",20988,0b101000111111100,9,0.03
"[107, 199, 21293, 20988, 5, 3, 12593]",20988,0b101000111111100,9,0.03
"[107, 199, 21293, 20988, 17, 5, 6173]",20988,0b101000111111100,9,0.03
"[107, 199, 21293, 20988, 257, 3, 245]",20988,0b101000111111100,9,0.03
"[107, 199, 21293, 20988, 65537, 22873, 7325]",20988,0b101000111111100,9,0.03
"[107, 211, 22577, 22260, 3, 1, 29680]",22260,0b101011011110100,9,0.03
"[107, 211, 22577, 22260, 5, 1, 26712]",22260,0b101011011110100,9,0.03
"[107, 211, 22577, 22260, 17, 12, 15713]",22260,0b101011011110100,9,0.03
"[107, 211, 22577, 22260, 257, 135, 11693]",22260,0b101011011110100,9,0.03
"[107, 211, 22577, 22260, 65537, 17821, 6053]",22260,0b101011011110100,9,0.03
"[107, 397, 42479, 41976, 5, 4, 33581]",41976,0b1010001111111000,9,0.03
"[107, 397, 42479, 41976, 17, 11, 27161]",41976,0b1010001111111000,9,0.03
"[107, 397, 42479, 41976, 257, 130, 21233]",41976,0b1010001111111000,9,0.03
"[107, 397, 42479, 41976, 65537, 44205, 28313]",41976,0b1010001111111000,9,0.03
"[107, 421, 45047, 44520, 5, 1, 53424]",44520,0b1010110111101000,9,0.03
"[107, 421, 45047, 44520, 17, 6, 15713]",44520,0b1010110111101000,9,0.03
"[107, 421, 45047, 44520, 257, 196, 33953]",44520,0b1010110111101000,9,0.03
"[107, 421, 45047, 44520, 65537, 41679, 28313]",44520,0b1010110111101000,9,0.03
"[127, 179, 22733, 22428, 3, 1, 29904]",22428,0b101011110011100,9,0.03
"[127, 179, 22733, 22428, 5, 3, 13457]",22428,0b101011110011100,9,0.03
"[127, 179, 22733, 22428, 17, 10, 13193]",22428,0b101011110011100,9,0.03
"[127, 179, 22733, 22428, 257, 108, 9425]",22428,0b101011110011100,9,0.03
"[127, 179, 22733, 22428, 65537, 12042, 4121]",22428,0b101011110011100,9,0.03
"[127, 293, 37211, 36792, 5, 2, 14717]",36792,0b1000111110111000,9,0.03
"[127, 293, 37211, 36792, 17, 4, 8657]",36792,0b1000111110111000,9,0.03
"[127, 293, 37211, 36792, 257, 94, 13457]",36792,0b1000111110111000,9,0.03
"[127, 293, 37211, 36792, 65537, 63900, 35873]",36792,0b1000111110111000,9,0.03
"[137, 347, 47539, 47056, 5, 4, 37645]",47056,0b1011011111010000,9,0.03
"[139, 167, 23213, 22908, 3, 1, 30544]",22908,0b101100101111100,9,0.03
"[139, 167, 23213, 22908, 5, 3, 13745]",22908,0b101100101111100,9,0.03
"[139, 167, 23213, 22908, 17, 15, 20213]",22908,0b101100101111100,9,0.03
"[139, 167, 23213, 22908, 257, 22, 1961]",22908,0b101100101111100,9,0.03
"[139, 167, 23213, 22908, 65537, 57003, 19925]",22908,0b101100101111100,9,0.03
"[149, 263, 39187, 38776, 5, 4, 31021]",38776,0b1001011101111000,9,0.03
"[149, 263, 39187, 38776, 17, 1, 2281]",38776,0b1001011101111000,9,0.03
"[149, 263, 39187, 38776, 257, 199, 30025]",38776,0b1001011101111000,9,0.03
"[149, 263, 39187, 38776, 65537, 18742, 11089]",38776,0b1001011101111000,9,0.03
"[157, 263, 41291, 40872, 5, 2, 16349]",40872,0b1001111110101000,9,0.03
"[157, 263, 41291, 40872, 17, 4, 9617]",40872,0b1001111110101000,9,0.03
"[157, 263, 41291, 40872, 257, 57, 9065]",40872,0b1001111110101000,9,0.03
"[157, 263, 41291, 40872, 65537, 14420, 8993]",40872,0b1001111110101000,9,0.03
"[157, 283, 44431, 43992, 5, 2, 17597]",43992,0b1010101111011000,9,0.03
"[157, 283, 44431, 43992, 17, 13, 33641]",43992,0b1010101111011000,9,0.03
"[157, 283, 44431, 43992, 257, 217, 37145]",43992,0b1010101111011000,9,0.03
"[157, 283, 44431, 43992, 65537, 44539, 29897]",43992,0b1010101111011000,9,0.03
"[167, 277, 46259, 45816, 5, 4, 36653]",45816,0b1011001011111000,9,0.03
"[167, 277, 46259, 45816, 17, 16, 43121]",45816,0b1011001011111000,9,0.03
"[167, 277, 46259, 45816, 257, 11, 1961]",45816,0b1011001011111000,9,0.03
"[167, 277, 46259, 45816, 65537, 61270, 42833]",45816,0b1011001011111000,9,0.03
"[173, 227, 39271, 38872, 5, 2, 15549]",38872,0b1001011111011000,9,0.03
"[173, 227, 39271, 38872, 17, 5, 11433]",38872,0b1001011111011000,9,0.03
"[173, 227, 39271, 38872, 257, 170, 25713]",38872,0b1001011111011000,9,0.03
"[173, 227, 39271, 38872, 65537, 7366, 4369]",38872,0b1001011111011000,9,0.03
"[181, 227, 41087, 40680, 5, 1, 48816]",40680,0b1001111011101000,9,0.03
"[181, 227, 41087, 40680, 17, 1, 2393]",40680,0b1001111011101000,9,0.03
"[181, 227, 41087, 40680, 257, 191, 30233]",40680,0b1001111011101000,9,0.03
"[181, 227, 41087, 40680, 65537, 8495, 5273]",40680,0b1001111011101000,9,0.03
"[181, 251, 45431, 45000, 5, 1, 54000]",45000,0b1010111111001000,9,0.03
"[181, 251, 45431, 45000, 17, 16, 42353]",45000,0b1010111111001000,9,0.03
"[181, 251, 45431, 45000, 257, 185, 32393]",45000,0b1010111111001000,9,0.03
"[181, 251, 45431, 45000, 65537, 5058, 3473]",45000,0b1010111111001000,9,0.03
"[197, 223, 43931, 43512, 5, 2, 17405]",43512,0b1010100111111000,9,0.03
"[197, 223, 43931, 43512, 17, 15, 38393]",43512,0b1010100111111000,9,0.03
"[197, 223, 43931, 43512, 257, 13, 2201]",43512,0b1010100111111000,9,0.03
"[197, 223, 43931, 43512, 65537, 45681, 30329]",43512,0b1010100111111000,9,0.03
"[229, 277, 63433, 62928, 5, 3, 37757]",62928,0b1111010111010000,9,0.03
"[229, 277, 63433, 62928, 17, 3, 11105]",62928,0b1111010111010000,9,0.03
"[229, 277, 63433, 62928, 257, 132, 32321]",62928,0b1111010111010000,9,0.03
"[229, 277, 63433, 62928, 65537, 38860, 37313]",62928,0b1111010111010000,9,0.03
"[229, 349, 79921, 79344, 5, 1, 15869]",79344,0b10011010111110000,9,0.03
"[229, 349, 79921, 79344, 17, 10, 46673]",79344,0b10011010111110000,9,0.03
"[229, 349, 79921, 79344, 257, 149, 46001]",79344,0b10011010111110000,9,0.03
"[229, 349, 79921, 79344, 65537, 30820, 37313]",79344,0b10011010111110000,9,0.03
"[233, 281, 65473, 64960, 5, 1, 77952]",64960,0b1111110111000000,9,0.03
"[263, 313, 82319, 81744, 17, 2, 9617]",81744,0b10011111101010000,9,0.03
"[263, 313, 82319, 81744, 257, 157, 49937]",81744,0b10011111101010000,9,0.03
"[263, 313, 82319, 81744, 65537, 7210, 8993]",81744,0b10011111101010000,9,0.03
"[269, 457, 122933, 122208, 17, 7, 50321]",122208,0b11101110101100000,9,0.03
"[269, 457, 122933, 122208, 257, 114, 54209]",122208,0b11101110101100000,9,0.03
"[269, 457, 122933, 122208, 65537, 20010, 37313]",122208,0b11101110101100000,9,0.03
"[277, 457, 126589, 125856, 17, 10, 74033]",125856,0b11110101110100000,9,0.03
"[277, 457, 126589, 125856, 257, 66, 32321]",125856,0b11110101110100000,9,0.03
"[277, 457, 126589, 125856, 65537, 19430, 37313]",125856,0b11110101110100000,9,0.03
"[281, 293, 82333, 81760, 5, 1, 98112]",81760,0b10011111101100000,9,0.03
"[281, 461, 129541, 128800, 17, 2, 15153]",128800,0b11111011100100000,9,0.03
"[281, 461, 129541, 128800, 257, 251, 125793]",128800,0b11111011100100000,9,0.03
"[281, 461, 129541, 128800, 65537, 4006, 7873]",128800,0b11111011100100000,9,0.03
"[283, 313, 88579, 87984, 17, 15, 77633]",87984,0b10101011110110000,9,0.03
"[283, 313, 88579, 87984, 257, 237, 81137]",87984,0b10101011110110000,9,0.03
"[283, 313, 88579, 87984, 65537, 55038, 73889]",87984,0b10101011110110000,9,0.03
"[337, 439, 147943, 147168, 17, 1, 8657]",147168,0b100011111011100000,9,0.03
"[337, 439, 147943, 147168, 257, 152, 87041]",147168,0b100011111011100000,9,0.03
"[337, 439, 147943, 147168, 65537, 15975, 35873]",147168,0b100011111011100000,9,0.03
"[349, 457, 159493, 158688, 17, 5, 46673]",158688,0b100110101111100000,9,0.03
"[349, 457, 159493, 158688, 257, 203, 125345]",158688,0b100110101111100000,9,0.03
"[349, 457, 159493, 158688, 65537, 15410, 37313]",158688,0b100110101111100000,9,0.03
"[353, 443, 156379, 155584, 17, 1, 164736]",155584,0b100101111111000000,9,0.03
"[367, 401, 147167, 146400, 17, 13, 111953]",146400,0b100011101111100000,9,0.03
"[367, 401, 147167, 146400, 257, 20, 11393]",146400,0b100011101111100000,9,0.03
"[367, 401, 147167, 146400, 65537, 53662, 119873]",146400,0b100011101111100000,9,0.03
"[433, 443, 191819, 190944, 17, 1, 202176]",190944,0b101110100111100000,9,0.03
"[433, 443, 191819, 190944, 257, 147, 109217]",190944,0b101110100111100000,9,0.03
"[433, 443, 191819, 190944, 65537, 36926, 107585]",190944,0b101110100111100000,9,0.03
"[47, 523, 24581, 24012, 3, 1, 32016]",24012,0b101110111001100,9,0.02
"[47, 523, 24581, 24012, 5, 2, 9605]",24012,0b101110111001100,9,0.02
"[47, 523, 24581, 24012, 17, 2, 2825]",24012,0b101110111001100,9,0.02
"[47, 523, 24581, 24012, 257, 213, 19901]",24012,0b101110111001100,9,0.02
"[47, 523, 24581, 24012, 65537, 36303, 13301]",24012,0b101110111001100,9,0.02
"[53, 463, 24539, 24024, 3, 1, 32032]",24024,0b101110111011000,9,0.02
"[53, 503, 26659, 26104, 3, 2, 17403]",26104,0b110010111111000,9,0.02
"[59, 419, 24721, 24244, 3, 2, 16163]",24244,0b101111010110100,9,0.02
"[59, 419, 24721, 24244, 5, 1, 4849]",24244,0b101111010110100,9,0.02
"[59, 419, 24721, 24244, 17, 8, 11409]",24244,0b101111010110100,9,0.02
"[59, 419, 24721, 24244, 257, 254, 23961]",24244,0b101111010110100,9,0.02
"[59, 419, 24721, 24244, 65537, 65118, 24089]",24244,0b101111010110100,9,0.02
"[59, 503, 29677, 29116, 3, 2, 19411]",29116,0b111000110111100,9,0.02
"[59, 503, 29677, 29116, 5, 4, 23293]",29116,0b111000110111100,9,0.02
"[59, 503, 29677, 29116, 17, 7, 11989]",29116,0b111000110111100,9,0.02
"[59, 503, 29677, 29116, 257, 233, 26397]",29116,0b111000110111100,9,0.02
"[59, 503, 29677, 29116, 65537, 49783, 22117]",29116,0b111000110111100,9,0.02
"[67, 367, 24589, 24156, 3, 1, 32208]",24156,0b101111001011100,9,0.02
"[67, 367, 24589, 24156, 5, 4, 19325]",24156,0b101111001011100,9,0.02
"[67, 367, 24589, 24156, 17, 1, 1421]",24156,0b101111001011100,9,0.02
"[67, 367, 24589, 24156, 257, 129, 12125]",24156,0b101111001011100,9,0.02
"[67, 367, 24589, 24156, 65537, 13427, 4949]",24156,0b101111001011100,9,0.02
"[67, 443, 29681, 29172, 3, 1, 38896]",29172,0b111000111110100,9,0.02
"[67, 443, 29681, 29172, 5, 2, 11669]",29172,0b111000111110100,9,0.02
"[67, 443, 29681, 29172, 17, 1, 30888]",29172,0b111000111110100,9,0.02
"[67, 443, 29681, 29172, 257, 51, 5789]",29172,0b111000111110100,9,0.02
"[67, 443, 29681, 29172, 65537, 9339, 4157]",29172,0b111000111110100,9,0.02
"[67, 463, 31021, 30492, 3, 1, 40656]",30492,0b111011100011100,9,0.02
"[67, 463, 31021, 30492, 5, 2, 12197]",30492,0b111011100011100,9,0.02
"[67, 463, 31021, 30492, 17, 3, 5381]",30492,0b111011100011100,9,0.02
"[67, 463, 31021, 30492, 257, 209, 24797]",30492,0b111011100011100,9,0.02
"[67, 463, 31021, 30492, 65537, 37022, 17225]",30492,0b111011100011100,9,0.02
"[67, 487, 32629, 32076, 3, 1, 42768]",32076,0b111110101001100,9,0.02
"[67, 487, 32629, 32076, 5, 4, 25661]",32076,0b111110101001100,9,0.02
"[67, 487, 32629, 32076, 17, 6, 11321]",32076,0b111110101001100,9,0.02
"[67, 487, 32629, 32076, 257, 21, 2621]",32076,0b111110101001100,9,0.02
"[67, 487, 32629, 32076, 65537, 4448, 2177]",32076,0b111110101001100,9,0.02
"[67, 491, 32897, 32340, 3, 1, 43120]",32340,0b111111001010100,9,0.02
"[67, 491, 32897, 32340, 5, 1, 38808]",32340,0b111111001010100,9,0.02
"[67, 491, 32897, 32340, 17, 14, 26633]",32340,0b111111001010100,9,0.02
"[67, 491, 32897, 32340, 257, 153, 19253]",32340,0b111111001010100,9,0.02
"[67, 491, 32897, 32340, 65537, 29289, 14453]",32340,0b111111001010100,9,0.02
"[71, 347, 24637, 24220, 3, 2, 16147]",24220,0b101111010011100,9,0.02
"[71, 347, 24637, 24220, 5, 1, 29064]",24220,0b101111010011100,9,0.02
"[71, 347, 24637, 24220, 17, 7, 9973]",24220,0b101111010011100,9,0.02
"[71, 347, 24637, 24220, 257, 29, 2733]",24220,0b101111010011100,9,0.02
"[71, 347, 24637, 24220, 65537, 7287, 2693]",24220,0b101111010011100,9,0.02
"[71, 379, 26909, 26460, 3, 1, 35280]",26460,0b110011101011100,9,0.02
"[71, 379, 26909, 26460, 5, 1, 31752]",26460,0b110011101011100,9,0.02
"[71, 379, 26909, 26460, 17, 2, 3113]",26460,0b110011101011100,9,0.02
"[71, 379, 26909, 26460, 257, 187, 19253]",26460,0b110011101011100,9,0.02
"[71, 379, 26909, 26460, 65537, 13952, 5633]",26460,0b110011101011100,9,0.02
"[71, 439, 31169, 30660, 3, 1, 40880]",30660,0b111011111000100,9,0.02
"[71, 439, 31169, 30660, 5, 1, 36792]",30660,0b111011111000100,9,0.02
"[71, 439, 31169, 30660, 17, 15, 27053]",30660,0b111011111000100,9,0.02
"[71, 439, 31169, 30660, 257, 10, 1193]",30660,0b111011111000100,9,0.02
"[71, 439, 31169, 30660, 65537, 11143, 5213]",30660,0b111011111000100,9,0.02
"[71, 443, 31453, 30940, 3, 2, 20627]",30940,0b111100011011100,9,0.02
"[71, 443, 31453, 30940, 5, 1, 37128]",30940,0b111100011011100,9,0.02
"[71, 443, 31453, 30940, 17, 1, 32760]",30940,0b111100011011100,9,0.02
"[71, 443, 31453, 30940, 257, 239, 28773]",30940,0b111100011011100,9,0.02
"[71, 443, 31453, 30940, 65537, 53745, 25373]",30940,0b111100011011100,9,0.02
"[71, 461, 32731, 32200, 3, 2, 21467]",32200,0b111110111001000,9,0.02
"[71, 463, 32873, 32340, 3, 1, 43120]",32340,0b111111001010100,9,0.02
"[71, 463, 32873, 32340, 5, 1, 38808]",32340,0b111111001010100,9,0.02
"[71, 463, 32873, 32340, 17, 14, 26633]",32340,0b111111001010100,9,0.02
"[71, 463, 32873, 32340, 257, 153, 19253]",32340,0b111111001010100,9,0.02
"[71, 463, 32873, 32340, 65537, 29289, 14453]",32340,0b111111001010100,9,0.02
"[71, 491, 34861, 34300, 3, 2, 22867]",34300,0b1000010111111100,9,0.02
"[71, 491, 34861, 34300, 5, 1, 41160]",34300,0b1000010111111100,9,0.02
