"[3, 541, 1623, 1080, 3, 1, 1800]","[3, 5, 17, 257, 65537]"
"[3, 547, 1641, 1092, 3, 1, 1820]","[3, 5, 17, 257, 65537]"
"[5, 7, 35, 24, 5, 1, 5]","[5, 3, 17, 257, 65537]"
"[5, 11, 55, 40, 257, 212, 33]","[257, 3, 5, 17, 65537]"
"[5, 13, 65, 48, 3, 1, 80]","[3, 5, 17, 257, 65537]"
"[5, 17, 85, 64, 5, 1, 13]","[5, 3, 17, 257, 65537]"
"[5, 19, 95, 72, 17, 4, 17]","[17, 3, 5, 257, 65537]"
"[5, 23, 115, 88, 5, 3, 53]","[5, 3, 17, 257, 65537]"
"[5, 29, 145, 112, 65537, 19310, 33]","[65537, 3, 5, 17, 257]"
"[5, 31, 155, 120, 5, 1, 168]","[5, 3, 17, 257, 65537]"
"[5, 37, 185, 144, 65537, 7737, 17]","[65537, 3, 5, 17, 257]"
"[5, 41, 205, 160, 5, 1, 224]","[5, 3, 17, 257, 65537]"
"[5, 43, 215, 168, 3, 1, 224]","[3, 5, 17, 257, 65537]"
"[5, 47, 235, 184, 257, 169, 121]","[257, 3, 5, 17, 65537]"
"[5, 53, 265, 208, 65537, 15439, 49]","[65537, 3, 5, 17, 257]"
"[5, 59, 295, 232, 257, 72, 65]","[257, 3, 5, 17, 65537]"
"[5, 61, 305, 240, 257, 121, 113]","[257, 3, 5, 17, 65537]"
"[5, 67, 335, 264, 65537, 16136, 65]","[65537, 3, 5, 17, 257]"
"[5, 71, 355, 280, 17, 2, 33]","[17, 3, 5, 257, 65537]"
"[5, 73, 365, 288, 17, 1, 17]","[17, 3, 5, 257, 65537]"
"[5, 79, 395, 312, 5, 2, 125]","[5, 3, 17, 257, 65537]"
"[5, 83, 415, 328, 17, 10, 193]","[17, 3, 5, 257, 65537]"
"[5, 89, 445, 352, 65537, 12102, 65]","[65537, 3, 5, 17, 257]"
"[5, 97, 485, 384, 5, 1, 77]","[5, 3, 17, 257, 65537]"
"[5, 101, 505, 400, 65537, 44729, 273]","[65537, 3, 5, 17, 257]"
"[5, 103, 515, 408, 17, 1, 528]","[17, 3, 5, 257, 65537]"
"[5, 107, 535, 424, 257, 20, 33]","[257, 3, 5, 17, 65537]"
"[5, 109, 545, 432, 3, 1, 576]","[3, 5, 17, 257, 65537]"
"[5, 113, 565, 448, 65537, 37596, 257]","[65537, 3, 5, 17, 257]"
"[5, 127, 635, 504, 65537, 11573, 89]","[65537, 3, 5, 17, 257]"
"[5, 131, 655, 520, 5, 1, 728]","[5, 3, 17, 257, 65537]"
"[5, 137, 685, 544, 65537, 50237, 417]","[65537, 3, 5, 17, 257]"
"[5, 139, 695, 552, 17, 2, 65]","[17, 3, 5, 257, 65537]"
"[5, 149, 745, 592, 3, 2, 395]","[3, 5, 17, 257, 65537]"
"[5, 151, 755, 600, 17, 10, 353]","[17, 3, 5, 257, 65537]"
"[5, 157, 785, 624, 17, 7, 257]","[17, 3, 5, 257, 65537]"
"[5, 163, 815, 648, 17, 8, 305]","[17, 3, 5, 257, 65537]"
"[5, 167, 835, 664, 65537, 33262, 337]","[65537, 3, 5, 17, 257]"
"[5, 173, 865, 688, 257, 96, 257]","[257, 3, 5, 17, 65537]"
"[5, 179, 895, 712, 3, 2, 475]","[3, 5, 17, 257, 65537]"
"[5, 181, 905, 720, 257, 126, 353]","[257, 3, 5, 17, 65537]"
"[5, 191, 955, 760, 5, 1, 1064]","[5, 3, 17, 257, 65537]"
"[5, 193, 965, 768, 17, 11, 497]","[17, 3, 5, 257, 65537]"
"[5, 197, 985, 784, 17, 8, 369]","[17, 3, 5, 257, 65537]"
"[5, 199, 995, 792, 3, 1, 1056]","[3, 5, 17, 257, 65537]"
"[5, 211, 1055, 840, 257, 108, 353]","[257, 3, 5, 17, 65537]"
"[5, 223, 1115, 888, 257, 123, 425]","[257, 3, 5, 17, 65537]"
"[5, 227, 1135, 904, 3, 2, 603]","[3, 5, 17, 257, 65537]"
"[5, 229, 1145, 912, 3, 1, 1216]","[3, 5, 17, 257, 65537]"
"[5, 233, 1165, 928, 3, 2, 619]","[3, 5, 17, 257, 65537]"
"[5, 239, 1195, 952, 257, 186, 689]","[257, 3, 5, 17, 65537]"
"[5, 241, 1205, 960, 257, 223, 833]","[257, 3, 5, 17, 65537]"
"[5, 251, 1255, 1000, 5, 1, 1400]","[5, 3, 17, 257, 65537]"
"[5, 257, 1285, 1024, 65537, 64, 1]","[65537, 3, 5, 17, 257]"
"[5, 263, 1315, 1048, 257, 167, 681]","[257, 3, 5, 17, 65537]"
"[5, 269, 1345, 1072, 5, 2, 429]","[5, 3, 17, 257, 65537]"
"[5, 271, 1355, 1080, 17, 15, 953]","[17, 3, 5, 257, 65537]"
"[5, 277, 1385, 1104, 257, 71, 305]","[257, 3, 5, 17, 65537]"
"[5, 281, 1405, 1120, 257, 81, 353]","[257, 3, 5, 17, 65537]"
"[5, 283, 1415, 1128, 257, 239, 1049]","[257, 3, 5, 17, 65537]"
"[5, 293, 1465, 1168, 5, 3, 701]","[5, 3, 17, 257, 65537]"
"[5, 307, 1535, 1224, 17, 1, 1584]","[17, 3, 5, 257, 65537]"
"[5, 311, 1555, 1240, 17, 1, 73]","[17, 3, 5, 257, 65537]"
"[5, 313, 1565, 1248, 17, 12, 881]","[17, 3, 5, 257, 65537]"
"[5, 317, 1585, 1264, 5, 1, 253]","[5, 3, 17, 257, 65537]"
"[5, 331, 1655, 1320, 257, 22, 113]","[257, 3, 5, 17, 65537]"
"[5, 337, 1685, 1344, 257, 196, 1025]","[257, 3, 5, 17, 65537]"
"[5, 347, 1735, 1384, 5, 1, 277]","[5, 3, 17, 257, 65537]"
"[5, 349, 1745, 1392, 5, 2, 557]","[5, 3, 17, 257, 65537]"
"[5, 353, 1765, 1408, 5, 3, 845]","[5, 3, 17, 257, 65537]"
"[5, 359, 1795, 1432, 5, 2, 573]","[5, 3, 17, 257, 65537]"
"[5, 367, 1835, 1464, 17, 8, 689]","[17, 3, 5, 257, 65537]"
"[5, 373, 1865, 1488, 17, 15, 1313]","[17, 3, 5, 257, 65537]"
"[5, 379, 1895, 1512, 65537, 47549, 1097]","[65537, 3, 5, 17, 257]"
"[5, 383, 1915, 1528, 65537, 57688, 1345]","[65537, 3, 5, 17, 257]"
"[5, 389, 1945, 1552, 257, 77, 465]","[257, 3, 5, 17, 65537]"
"[5, 397, 1985, 1584, 5, 1, 317]","[5, 3, 17, 257, 65537]"
"[5, 401, 2005, 1600, 3, 2, 1067]","[3, 5, 17, 257, 65537]"
"[5, 409, 2045, 1632, 17, 1, 2112]","[17, 3, 5, 257, 65537]"
"[5, 419, 2095, 1672, 5, 2, 669]","[5, 3, 17, 257, 65537]"
"[5, 421, 2105, 1680, 65537, 23133, 593]","[65537, 3, 5, 17, 257]"
"[5, 431, 2155, 1720, 257, 244, 1633]","[257, 3, 5, 17, 65537]"
"[5, 433, 2165, 1728, 5, 3, 1037]","[5, 3, 17, 257, 65537]"
"[5, 439, 2195, 1752, 3, 1, 2336]","[3, 5, 17, 257, 65537]"
"[5, 443, 2215, 1768, 3, 2, 1179]","[3, 5, 17, 257, 65537]"
"[5, 449, 2245, 1792, 65537, 9399, 257]","[65537, 3, 5, 17, 257]"
"[5, 457, 2285, 1824, 65537, 29930, 833]","[65537, 3, 5, 17, 257]"
"[5, 461, 2305, 1840, 3, 2, 1227]","[3, 5, 17, 257, 65537]"
"[5, 463, 2315, 1848, 5, 3, 1109]","[5, 3, 17, 257, 65537]"
"[5, 467, 2335, 1864, 17, 3, 329]","[17, 3, 5, 257, 65537]"
"[5, 479, 2395, 1912, 17, 2, 225]","[17, 3, 5, 257, 65537]"
"[5, 487, 2435, 1944, 5, 1, 389]","[5, 3, 17, 257, 65537]"
"[5, 491, 2455, 1960, 5, 1, 2744]","[5, 3, 17, 257, 65537]"
"[5, 499, 2495, 1992, 65537, 32933, 1001]","[65537, 3, 5, 17, 257]"
"[5, 503, 2515, 2008, 257, 166, 1297]","[257, 3, 5, 17, 65537]"
"[5, 509, 2545, 2032, 5, 2, 813]","[5, 3, 17, 257, 65537]"
"[5, 521, 2605, 2080, 17, 14, 1713]","[17, 3, 5, 257, 65537]"
"[5, 523, 2615, 2088, 5, 3, 1253]","[5, 3, 17, 257, 65537]"
"[5, 541, 2705, 2160, 5, 1, 3024]","[5, 3, 17, 257, 65537]"
"[5, 547, 2735, 2184, 257, 2, 17]","[257, 3, 5, 17, 65537]"
"[7, 11, 77, 60, 3, 1, 80]","[3, 5, 17, 257, 65537]"
"[7, 13, 91, 72, 5, 2, 29]","[5, 3, 17, 257, 65537]"
"[7, 17, 119, 96, 5, 4, 77]","[5, 3, 17, 257, 65537]"
"[7, 19, 133, 108, 65537, 10316, 17]","[65537, 3, 5, 17, 257]"
"[7, 23, 161, 132, 5, 2, 53]","[5, 3, 17, 257, 65537]"
"[7, 29, 203, 168, 5, 3, 101]","[5, 3, 17, 257, 65537]"
"[7, 31, 217, 180, 257, 247, 173]","[257, 3, 5, 17, 65537]"
"[7, 37, 259, 216, 5, 4, 173]","[5, 3, 17, 257, 65537]"
"[7, 41, 287, 240, 65537, 30857, 113]","[65537, 3, 5, 17, 257]"
"[7, 43, 301, 252, 17, 6, 89]","[17, 3, 5, 257, 65537]"
"[7, 47, 329, 276, 5, 4, 221]","[5, 3, 17, 257, 65537]"
"[7, 53, 371, 312, 3, 1, 416]","[3, 5, 17, 257, 65537]"
"[7, 59, 413, 348, 17, 2, 41]","[17, 3, 5, 257, 65537]"
"[7, 61, 427, 360, 3, 1, 480]","[3, 5, 17, 257, 65537]"
"[7, 67, 469, 396, 17, 10, 233]","[17, 3, 5, 257, 65537]"
"[7, 71, 497, 420, 3, 1, 560]","[3, 5, 17, 257, 65537]"
"[7, 73, 511, 432, 257, 210, 353]","[257, 3, 5, 17, 65537]"
"[7, 79, 553, 468, 257, 95, 173]","[257, 3, 5, 17, 65537]"
"[7, 83, 581, 492, 17, 1, 29]","[17, 3, 5, 257, 65537]"
"[7, 89, 623, 528, 257, 55, 113]","[257, 3, 5, 17, 65537]"
"[7, 97, 679, 576, 3, 1, 768]","[3, 5, 17, 257, 65537]"
"[7, 101, 707, 600, 3, 1, 800]","[3, 5, 17, 257, 65537]"
"[7, 103, 721, 612, 5, 2, 245]","[5, 3, 17, 257, 65537]"
"[7, 107, 749, 636, 257, 99, 245]","[257, 3, 5, 17, 65537]"
"[7, 109, 763, 648, 257, 140, 353]","[257, 3, 5, 17, 65537]"
"[7, 113, 791, 672, 257, 135, 353]","[257, 3, 5, 17, 65537]"
"[7, 127, 889, 756, 3, 1, 1008]","[3, 5, 17, 257, 65537]"
"[7, 131, 917, 780, 65537, 34701, 413]","[65537, 3, 5, 17, 257]"
"[7, 137, 959, 816, 17, 1, 960]","[17, 3, 5, 257, 65537]"
"[7, 139, 973, 828, 17, 7, 341]","[17, 3, 5, 257, 65537]"
"[7, 149, 1043, 888, 17, 4, 209]","[17, 3, 5, 257, 65537]"
"[7, 151, 1057, 900, 65537, 56289, 773]","[65537, 3, 5, 17, 257]"
"[7, 157, 1099, 936, 17, 16, 881]","[17, 3, 5, 257, 65537]"
"[7, 163, 1141, 972, 65537, 15710, 233]","[65537, 3, 5, 17, 257]"
"[7, 167, 1169, 996, 17, 5, 293]","[17, 3, 5, 257, 65537]"
"[7, 173, 1211, 1032, 65537, 58996, 929]","[65537, 3, 5, 17, 257]"
"[7, 179, 1253, 1068, 257, 212, 881]","[257, 3, 5, 17, 65537]"
"[7, 181, 1267, 1080, 5, 1, 1296]","[5, 3, 17, 257, 65537]"
"[7, 191, 1337, 1140, 65537, 47888, 833]","[65537, 3, 5, 17, 257]"
"[7, 193, 1351, 1152, 257, 143, 641]","[257, 3, 5, 17, 65537]"
"[7, 197, 1379, 1176, 3, 1, 1568]","[3, 5, 17, 257, 65537]"
"[7, 199, 1393, 1188, 65537, 54559, 989]","[65537, 3, 5, 17, 257]"
"[7, 211, 1477, 1260, 257, 72, 353]","[257, 3, 5, 17, 65537]"
"[7, 223, 1561, 1332, 5, 2, 533]","[5, 3, 17, 257, 65537]"
"[7, 227, 1589, 1356, 17, 13, 1037]","[17, 3, 5, 257, 65537]"
"[7, 229, 1603, 1368, 3, 1, 1824]","[3, 5, 17, 257, 65537]"
"[7, 233, 1631, 1392, 17, 9, 737]","[17, 3, 5, 257, 65537]"
"[7, 239, 1673, 1428, 257, 124, 689]","[257, 3, 5, 17, 65537]"
"[7, 241, 1687, 1440, 257, 63, 353]","[257, 3, 5, 17, 65537]"
"[7, 251, 1757, 1500, 5, 1, 1800]","[5, 3, 17, 257, 65537]"
"[7, 257, 1799, 1536, 257, 43, 257]","[257, 3, 5, 17, 65537]"
"[7, 263, 1841, 1572, 257, 197, 1205]","[257, 3, 5, 17, 65537]"
"[7, 269, 1883, 1608, 17, 5, 473]","[17, 3, 5, 257, 65537]"
"[7, 271, 1897, 1620, 5, 1, 1944]","[5, 3, 17, 257, 65537]"
"[7, 277, 1939, 1656, 257, 133, 857]","[257, 3, 5, 17, 65537]"
"[7, 281, 1967, 1680, 65537, 23133, 593]","[65537, 3, 5, 17, 257]"
"[7, 283, 1981, 1692, 65537, 43885, 1133]","[65537, 3, 5, 17, 257]"
"[7, 293, 2051, 1752, 3, 1, 2336]","[3, 5, 17, 257, 65537]"
"[7, 307, 2149, 1836, 5, 4, 1469]","[5, 3, 17, 257, 65537]"
"[7, 311, 2177, 1860, 3, 1, 2480]","[3, 5, 17, 257, 65537]"
"[7, 313, 2191, 1872, 5, 2, 749]","[5, 3, 17, 257, 65537]"
"[7, 317, 2219, 1896, 257, 204, 1505]","[257, 3, 5, 17, 65537]"
"[7, 331, 2317, 1980, 257, 186, 1433]","[257, 3, 5, 17, 65537]"
"[7, 337, 2359, 2016, 5, 4, 1613]","[5, 3, 17, 257, 65537]"
"[7, 347, 2429, 2076, 3, 1, 2768]","[3, 5, 17, 257, 65537]"
"[7, 349, 2443, 2088, 17, 6, 737]","[17, 3, 5, 257, 65537]"
"[7, 353, 2471, 2112, 3, 1, 2816]","[3, 5, 17, 257, 65537]"
"[7, 359, 2513, 2148, 5, 3, 1289]","[5, 3, 17, 257, 65537]"
"[7, 367, 2569, 2196, 5, 4, 1757]","[5, 3, 17, 257, 65537]"
"[7, 373, 2611, 2232, 3, 1, 2976]","[3, 5, 17, 257, 65537]"
"[7, 379, 2653, 2268, 5, 3, 1361]","[5, 3, 17, 257, 65537]"
"[7, 383, 2681, 2292, 257, 49, 437]","[257, 3, 5, 17, 65537]"
"[7, 389, 2723, 2328, 5, 3, 1397]","[5, 3, 17, 257, 65537]"
"[7, 397, 2779, 2376, 5, 4, 1901]","[5, 3, 17, 257, 65537]"
"[7, 401, 2807, 2400, 17, 11, 1553]","[17, 3, 5, 257, 65537]"
"[7, 409, 2863, 2448, 17, 1, 2880]","[17, 3, 5, 257, 65537]"
"[7, 419, 2933, 2508, 17, 15, 2213]","[17, 3, 5, 257, 65537]"
"[7, 421, 2947, 2520, 17, 4, 593]","[17, 3, 5, 257, 65537]"
"[7, 431, 3017, 2580, 5, 1, 3096]","[5, 3, 17, 257, 65537]"
"[7, 433, 3031, 2592, 257, 35, 353]","[257, 3, 5, 17, 65537]"
"[7, 439, 3073, 2628, 17, 5, 773]","[17, 3, 5, 257, 65537]"
"[7, 443, 3101, 2652, 3, 1, 3536]","[3, 5, 17, 257, 65537]"
"[7, 449, 3143, 2688, 3, 1, 3584]","[3, 5, 17, 257, 65537]"
"[7, 457, 3199, 2736, 3, 1, 3648]","[3, 5, 17, 257, 65537]"
"[7, 461, 3227, 2760, 65537, 34027, 1433]","[65537, 3, 5, 17, 257]"
"[7, 463, 3241, 2772, 3, 1, 3696]","[3, 5, 17, 257, 65537]"
"[7, 467, 3269, 2796, 5, 4, 2237]","[5, 3, 17, 257, 65537]"
"[7, 479, 3353, 2868, 65537, 56328, 2465]","[65537, 3, 5, 17, 257]"
"[7, 487, 3409, 2916, 3, 1, 3888]","[3, 5, 17, 257, 65537]"
"[7, 491, 3437, 2940, 5, 1, 3528]","[5, 3, 17, 257, 65537]"
"[7, 499, 3493, 2988, 257, 83, 965]","[257, 3, 5, 17, 65537]"
"[7, 503, 3521, 3012, 5, 2, 1205]","[5, 3, 17, 257, 65537]"
"[7, 509, 3563, 3048, 3, 1, 4064]","[3, 5, 17, 257, 65537]"
"[7, 521, 3647, 3120, 3, 1, 4160]","[3, 5, 17, 257, 65537]"
"[7, 523, 3661, 3132, 3, 1, 4176]","[3, 5, 17, 257, 65537]"
"[7, 541, 3787, 3240, 257, 28, 353]","[257, 3, 5, 17, 65537]"
"[7, 547, 3829, 3276, 257, 87, 1109]","[257, 3, 5, 17, 65537]"
"[11, 13, 143, 120, 5, 1, 144]","[5, 3, 17, 257, 65537]"
"[11, 17, 187, 160, 3, 2, 107]","[3, 5, 17, 257, 65537]"
"[11, 19, 209, 180, 5, 1, 216]","[5, 3, 17, 257, 65537]"
"[11, 23, 253, 220, 3, 2, 147]","[3, 5, 17, 257, 65537]"
"[11, 29, 319, 280, 257, 67, 73]","[257, 3, 5, 17, 65537]"
"[11, 31, 341, 300, 65537, 37793, 173]","[65537, 3, 5, 17, 257]"
"[11, 37, 407, 360, 65537, 42417, 233]","[65537, 3, 5, 17, 257]"
"[11, 41, 451, 400, 17, 15, 353]","[17, 3, 5, 257, 65537]"
"[11, 43, 473, 420, 5, 1, 504]","[5, 3, 17, 257, 65537]"
"[11, 47, 517, 460, 65537, 7551, 53]","[65537, 3, 5, 17, 257]"
"[11, 53, 583, 520, 17, 5, 153]","[17, 3, 5, 257, 65537]"
"[11, 59, 649, 580, 3, 2, 387]","[3, 5, 17, 257, 65537]"
"[11, 61, 671, 600, 17, 10, 353]","[17, 3, 5, 257, 65537]"
"[11, 67, 737, 660, 5, 1, 792]","[5, 3, 17, 257, 65537]"
"[11, 71, 781, 700, 65537, 16197, 173]","[65537, 3, 5, 17, 257]"
"[11, 73, 803, 720, 17, 14, 593]","[17, 3, 5, 257, 65537]"
"[11, 79, 869, 780, 257, 57, 173]","[257, 3, 5, 17, 65537]"
"[11, 83, 913, 820, 3, 2, 547]","[3, 5, 17, 257, 65537]"
"[11, 89, 979, 880, 17, 13, 673]","[17, 3, 5, 257, 65537]"
"[11, 97, 1067, 960, 257, 223, 833]","[257, 3, 5, 17, 65537]"
"[11, 101, 1111, 1000, 17, 6, 353]","[17, 3, 5, 257, 65537]"
"[11, 103, 1133, 1020, 257, 225, 893]","[257, 3, 5, 17, 65537]"
"[11, 107, 1177, 1060, 257, 8, 33]","[257, 3, 5, 17, 65537]"
"[11, 109, 1199, 1080, 5, 1, 1296]","[5, 3, 17, 257, 65537]"
"[11, 113, 1243, 1120, 3, 2, 747]","[3, 5, 17, 257, 65537]"
"[11, 127, 1397, 1260, 65537, 30844, 593]","[65537, 3, 5, 17, 257]"
"[11, 131, 1441, 1300, 3, 2, 867]","[3, 5, 17, 257, 65537]"
"[11, 137, 1507, 1360, 17, 1, 1520]","[17, 3, 5, 257, 65537]"
"[11, 139, 1529, 1380, 17, 11, 893]","[17, 3, 5, 257, 65537]"
"[11, 149, 1639, 1480, 65537, 19174, 433]","[65537, 3, 5, 17, 257]"
"[11, 151, 1661, 1500, 3, 1, 2000]","[3, 5, 17, 257, 65537]"
"[11, 157, 1727, 1560, 65537, 50119, 1193]","[65537, 3, 5, 17, 257]"
"[11, 163, 1793, 1620, 17, 10, 953]","[17, 3, 5, 257, 65537]"
"[11, 167, 1837, 1660, 17, 3, 293]","[17, 3, 5, 257, 65537]"
"[11, 173, 1903, 1720, 257, 244, 1633]","[257, 3, 5, 17, 65537]"
