"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage 
"[5, 17, 85, 64, 32213, 30703, 61]",85,64,32213,26.19
"[5, 17, 85, 64, 32233, 12591, 25]",85,64,32233,50.0
"[5, 17, 85, 64, 32237, 18637, 37]",85,64,32237,26.19
"[5, 17, 85, 64, 32251, 25700, 51]",85,64,32251,7.14
"[5, 17, 85, 64, 32257, 504, 1]",85,64,32257,97.62
"[5, 17, 85, 64, 32261, 6553, 13]",85,64,32261,26.19
"[5, 17, 85, 64, 32297, 12616, 25]",85,64,32297,50.0
"[5, 17, 85, 64, 32299, 1514, 3]",85,64,32299,7.14
"[5, 17, 85, 64, 32303, 7571, 15]",85,64,32303,7.14
"[5, 17, 85, 64, 32309, 14640, 29]",85,64,32309,26.19
"[5, 17, 85, 64, 32321, 505, 1]",85,64,32321,97.62
"[5, 17, 85, 64, 32323, 21717, 43]",85,64,32323,7.14
"[5, 17, 85, 64, 32327, 27781, 55]",85,64,32327,7.14
"[5, 17, 85, 64, 32341, 30825, 61]",85,64,32341,26.19
"[5, 17, 85, 64, 32353, 16682, 33]",85,64,32353,97.62
"[5, 17, 85, 64, 32359, 11629, 23]",85,64,32359,7.14
"[5, 17, 85, 64, 32363, 1517, 3]",85,64,32363,7.14
"[5, 17, 85, 64, 32369, 8598, 17]",85,64,32369,97.62
"[5, 17, 85, 64, 32371, 29842, 59]",85,64,32371,7.14
"[5, 17, 85, 64, 32377, 4553, 9]",85,64,32377,50.0
"[5, 17, 85, 64, 32381, 10625, 21]",85,64,32381,26.19
"[5, 17, 85, 64, 32401, 24807, 49]",85,64,32401,97.62
"[5, 17, 85, 64, 32411, 9622, 19]",85,64,32411,7.14
"[5, 17, 85, 64, 32413, 26842, 53]",85,64,32413,26.19
"[5, 17, 85, 64, 32423, 11652, 23]",85,64,32423,7.14
"[5, 17, 85, 64, 32429, 18748, 37]",85,64,32429,26.19
"[5, 17, 85, 64, 32441, 4562, 9]",85,64,32441,50.0
"[5, 17, 85, 64, 32443, 25853, 51]",85,64,32443,7.14
"[5, 17, 85, 64, 32467, 13697, 27]",85,64,32467,7.14
"[5, 17, 85, 64, 32479, 15732, 31]",85,64,32479,7.14
"[5, 17, 85, 64, 32491, 1523, 3]",85,64,32491,7.14
"[5, 17, 85, 64, 32497, 8632, 17]",85,64,32497,97.62
"[5, 17, 85, 64, 32503, 3555, 7]",85,64,32503,7.14
"[5, 17, 85, 64, 32507, 25904, 51]",85,64,32507,7.14
"[5, 17, 85, 64, 32531, 13724, 27]",85,64,32531,7.14
"[5, 17, 85, 64, 32533, 31008, 61]",85,64,32533,26.19
"[5, 17, 85, 64, 32537, 20844, 41]",85,64,32537,50.0
"[5, 17, 85, 64, 32561, 8649, 17]",85,64,32561,97.62
"[5, 17, 85, 64, 32563, 30019, 59]",85,64,32563,7.14
"[5, 17, 85, 64, 32569, 4580, 9]",85,64,32569,50.0
"[5, 17, 85, 64, 32573, 10688, 21]",85,64,32573,26.19
"[5, 17, 85, 64, 32579, 21889, 43]",85,64,32579,7.14
"[5, 17, 85, 64, 32587, 17821, 35]",85,64,32587,7.14
"[5, 17, 85, 64, 32603, 9679, 19]",85,64,32603,7.14
"[5, 17, 85, 64, 32609, 16814, 33]",85,64,32609,97.62
"[5, 17, 85, 64, 32611, 5605, 11]",85,64,32611,7.14
"[5, 17, 85, 64, 32621, 18859, 37]",85,64,32621,26.19
"[5, 17, 85, 64, 32633, 4589, 9]",85,64,32633,50.0
"[5, 17, 85, 64, 32647, 28056, 55]",85,64,32647,7.14
"[5, 17, 85, 64, 32653, 2551, 5]",85,64,32653,26.19
"[5, 17, 85, 64, 32687, 7661, 15]",85,64,32687,7.14
"[5, 17, 85, 64, 32693, 14814, 29]",85,64,32693,26.19
"[5, 17, 85, 64, 32707, 21975, 43]",85,64,32707,7.14
"[5, 17, 85, 64, 32713, 29135, 57]",85,64,32713,50.0
"[5, 17, 85, 64, 32717, 2556, 5]",85,64,32717,26.19
"[5, 17, 85, 64, 32719, 24028, 47]",85,64,32719,7.14
"[5, 17, 85, 64, 32749, 18933, 37]",85,64,32749,26.19
"[5, 17, 85, 64, 32771, 22018, 43]",85,64,32771,7.14
"[5, 17, 85, 64, 32779, 17926, 35]",85,64,32779,7.14
"[5, 17, 85, 64, 32783, 24075, 47]",85,64,32783,7.14
"[5, 17, 85, 64, 32789, 31252, 61]",85,64,32789,26.19
"[5, 17, 85, 64, 32797, 27160, 53]",85,64,32797,26.19
"[5, 17, 85, 64, 32801, 16913, 33]",85,64,32801,97.62
"[5, 17, 85, 64, 32803, 5638, 11]",85,64,32803,7.14
"[5, 17, 85, 64, 32831, 32318, 63]",85,64,32831,7.14
"[5, 17, 85, 64, 32833, 513, 1]",85,64,32833,97.62
"[5, 17, 85, 64, 32839, 28221, 55]",85,64,32839,7.14
"[5, 17, 85, 64, 32843, 17961, 35]",85,64,32843,7.14
"[5, 17, 85, 64, 32869, 23111, 45]",85,64,32869,26.19
"[5, 17, 85, 64, 32887, 3597, 7]",85,64,32887,7.14
"[5, 17, 85, 64, 32909, 2571, 5]",85,64,32909,26.19
"[5, 17, 85, 64, 32911, 24169, 47]",85,64,32911,7.14
"[5, 17, 85, 64, 32917, 31374, 61]",85,64,32917,26.19
"[5, 17, 85, 64, 32933, 23156, 45]",85,64,32933,26.19
"[5, 17, 85, 64, 32939, 1544, 3]",85,64,32939,7.14
"[5, 17, 85, 64, 32941, 19044, 37]",85,64,32941,26.19
"[5, 17, 85, 64, 32957, 10814, 21]",85,64,32957,26.19
"[5, 17, 85, 64, 32969, 29363, 57]",85,64,32969,50.0
"[5, 17, 85, 64, 32971, 18031, 35]",85,64,32971,7.14
"[5, 17, 85, 64, 32983, 20099, 39]",85,64,32983,7.14
"[5, 17, 85, 64, 32987, 9793, 19]",85,64,32987,7.14
"[5, 17, 85, 64, 32993, 17012, 33]",85,64,32993,97.62
"[5, 17, 85, 64, 32999, 11859, 23]",85,64,32999,7.14
"[5, 17, 85, 64, 33013, 14959, 29]",85,64,33013,26.19
"[5, 17, 85, 64, 33023, 32507, 63]",85,64,33023,7.14
"[5, 17, 85, 64, 33029, 6709, 13]",85,64,33029,26.19
"[5, 17, 85, 64, 33037, 2581, 5]",85,64,33037,26.19
"[5, 17, 85, 64, 33049, 21172, 41]",85,64,33049,50.0
"[5, 17, 85, 64, 33053, 27372, 53]",85,64,33053,26.19
"[5, 17, 85, 64, 33071, 7751, 15]",85,64,33071,7.14
"[5, 17, 85, 64, 33073, 8785, 17]",85,64,33073,97.62
"[5, 17, 85, 64, 33083, 26363, 51]",85,64,33083,7.14
"[5, 17, 85, 64, 33091, 22233, 43]",85,64,33091,7.14
"[5, 17, 85, 64, 33107, 13967, 27]",85,64,33107,7.14
"[5, 17, 85, 64, 33113, 21213, 41]",85,64,33113,50.0
"[5, 17, 85, 64, 33119, 16042, 31]",85,64,33119,7.14
"[5, 17, 85, 64, 33149, 10877, 21]",85,64,33149,26.19
"[5, 17, 85, 64, 33151, 32633, 63]",85,64,33151,7.14
"[5, 17, 85, 64, 33161, 29534, 57]",85,64,33161,50.0
"[5, 17, 85, 64, 33179, 9850, 19]",85,64,33179,7.14
"[5, 17, 85, 64, 33181, 27478, 53]",85,64,33181,26.19
"[5, 17, 85, 64, 33191, 11928, 23]",85,64,33191,7.14
"[5, 17, 85, 64, 33199, 7781, 15]",85,64,33199,7.14
"[5, 17, 85, 64, 33203, 30609, 59]",85,64,33203,7.14
"[5, 17, 85, 64, 33211, 26465, 51]",85,64,33211,7.14
"[5, 17, 85, 64, 33223, 28551, 55]",85,64,33223,7.14
"[5, 17, 85, 64, 33247, 16104, 31]",85,64,33247,7.14
"[5, 17, 85, 64, 33287, 28606, 55]",85,64,33287,7.14
"[5, 17, 85, 64, 33289, 29648, 57]",85,64,33289,50.0
"[5, 17, 85, 64, 33301, 31740, 61]",85,64,33301,26.19
"[5, 17, 85, 64, 33311, 16135, 31]",85,64,33311,7.14
"[5, 17, 85, 64, 33317, 23426, 45]",85,64,33317,26.19
"[5, 17, 85, 64, 33329, 8853, 17]",85,64,33329,97.62
"[5, 17, 85, 64, 33331, 30727, 59]",85,64,33331,7.14
"[5, 17, 85, 64, 33343, 32822, 63]",85,64,33343,7.14
"[5, 17, 85, 64, 33347, 22405, 43]",85,64,33347,7.14
"[5, 17, 85, 64, 33349, 6774, 13]",85,64,33349,26.19
"[5, 17, 85, 64, 33353, 29705, 57]",85,64,33353,50.0
"[5, 17, 85, 64, 33359, 24498, 47]",85,64,33359,7.14
"[5, 17, 85, 64, 33377, 17210, 33]",85,64,33377,97.62
"[5, 17, 85, 64, 33391, 7826, 15]",85,64,33391,7.14
"[5, 17, 85, 64, 33403, 26618, 51]",85,64,33403,7.14
"[5, 17, 85, 64, 33409, 522, 1]",85,64,33409,97.62
"[5, 17, 85, 64, 33413, 6787, 13]",85,64,33413,26.19
"[5, 17, 85, 64, 33427, 14102, 27]",85,64,33427,7.14
"[5, 17, 85, 64, 33457, 8887, 17]",85,64,33457,97.62
"[5, 17, 85, 64, 33461, 15162, 29]",85,64,33461,26.19
"[5, 17, 85, 64, 33469, 10982, 21]",85,64,33469,26.19
"[5, 17, 85, 64, 33479, 28771, 55]",85,64,33479,7.14
"[5, 17, 85, 64, 33487, 24592, 47]",85,64,33487,7.14
"[5, 17, 85, 64, 33493, 31923, 61]",85,64,33493,26.19
"[5, 17, 85, 64, 33503, 16228, 31]",85,64,33503,7.14
"[5, 17, 85, 64, 33521, 8904, 17]",85,64,33521,97.62
"[5, 17, 85, 64, 33529, 4715, 9]",85,64,33529,50.0
"[5, 17, 85, 64, 33533, 11003, 21]",85,64,33533,26.19
"[5, 17, 85, 64, 33547, 18346, 35]",85,64,33547,7.14
"[5, 17, 85, 64, 33563, 9964, 19]",85,64,33563,7.14
"[5, 17, 85, 64, 33569, 17309, 33]",85,64,33569,97.62
"[5, 17, 85, 64, 33577, 13116, 25]",85,64,33577,50.0
"[5, 17, 85, 64, 33581, 19414, 37]",85,64,33581,26.19
"[5, 17, 85, 64, 33587, 30963, 59]",85,64,33587,7.14
"[5, 17, 85, 64, 33589, 15220, 29]",85,64,33589,26.19
"[5, 17, 85, 64, 33599, 33074, 63]",85,64,33599,7.14
"[5, 17, 85, 64, 33601, 525, 1]",85,64,33601,97.62
"[5, 17, 85, 64, 33613, 2626, 5]",85,64,33613,26.19
"[5, 17, 85, 64, 33617, 25738, 49]",85,64,33617,97.62
"[5, 17, 85, 64, 33619, 14183, 27]",85,64,33619,7.14
"[5, 17, 85, 64, 33623, 20489, 39]",85,64,33623,7.14
"[5, 17, 85, 64, 33629, 27849, 53]",85,64,33629,26.19
"[5, 17, 85, 64, 33637, 23651, 45]",85,64,33637,26.19
"[5, 17, 85, 64, 33641, 13141, 25]",85,64,33641,50.0
"[5, 17, 85, 64, 33647, 7886, 15]",85,64,33647,7.14
"[5, 17, 85, 64, 33679, 24733, 47]",85,64,33679,7.14
"[5, 17, 85, 64, 33703, 12112, 23]",85,64,33703,7.14
"[5, 17, 85, 64, 33713, 8955, 17]",85,64,33713,97.62
"[5, 17, 85, 64, 33721, 4742, 9]",85,64,33721,50.0
"[5, 17, 85, 64, 33739, 18451, 35]",85,64,33739,7.14
"[5, 17, 85, 64, 33749, 32167, 61]",85,64,33749,26.19
"[5, 17, 85, 64, 33751, 20567, 39]",85,64,33751,7.14
"[5, 17, 85, 64, 33757, 27955, 53]",85,64,33757,26.19
"[5, 17, 85, 64, 33767, 12135, 23]",85,64,33767,7.14
"[5, 17, 85, 64, 33769, 13191, 25]",85,64,33769,50.0
"[5, 17, 85, 64, 33773, 19525, 37]",85,64,33773,26.19
"[5, 17, 85, 64, 33791, 33263, 63]",85,64,33791,7.14
"[5, 17, 85, 64, 33797, 6865, 13]",85,64,33797,26.19
"[5, 17, 85, 64, 33809, 25885, 49]",85,64,33809,97.62
"[5, 17, 85, 64, 33811, 14264, 27]",85,64,33811,7.14
"[5, 17, 85, 64, 33827, 5814, 11]",85,64,33827,7.14
"[5, 17, 85, 64, 33829, 23786, 45]",85,64,33829,26.19
"[5, 17, 85, 64, 33851, 26975, 51]",85,64,33851,7.14
"[5, 17, 85, 64, 33857, 529, 1]",85,64,33857,97.62
"[5, 17, 85, 64, 33863, 29101, 55]",85,64,33863,7.14
"[5, 17, 85, 64, 33871, 24874, 47]",85,64,33871,7.14
"[5, 17, 85, 64, 33889, 17474, 33]",85,64,33889,97.62
"[5, 17, 85, 64, 33893, 23831, 45]",85,64,33893,26.19
"[5, 17, 85, 64, 33911, 3709, 7]",85,64,33911,7.14
"[5, 17, 85, 64, 33923, 22792, 43]",85,64,33923,7.14
"[5, 17, 85, 64, 33931, 18556, 35]",85,64,33931,7.14
"[5, 17, 85, 64, 33937, 25983, 49]",85,64,33937,97.62
"[5, 17, 85, 64, 33941, 32350, 61]",85,64,33941,26.19
"[5, 17, 85, 64, 33961, 13266, 25]",85,64,33961,50.0
"[5, 17, 85, 64, 33967, 7961, 15]",85,64,33967,7.14
"[5, 17, 85, 64, 33997, 2656, 5]",85,64,33997,26.19
"[5, 17, 85, 64, 34019, 5847, 11]",85,64,34019,7.14
"[5, 17, 85, 64, 34031, 7976, 15]",85,64,34031,7.14
"[5, 17, 85, 64, 34033, 9040, 17]",85,64,34033,97.62
"[5, 17, 85, 64, 34039, 3723, 7]",85,64,34039,7.14
"[5, 17, 85, 64, 34057, 30332, 57]",85,64,34057,50.0
"[5, 17, 85, 64, 34061, 2661, 5]",85,64,34061,26.19
"[5, 17, 85, 64, 34123, 18661, 35]",85,64,34123,7.14
"[5, 17, 85, 64, 34127, 25062, 47]",85,64,34127,7.14
"[5, 17, 85, 64, 34129, 26130, 49]",85,64,34129,97.62
"[5, 17, 85, 64, 34141, 28273, 53]",85,64,34141,26.19
"[5, 17, 85, 64, 34147, 5869, 11]",85,64,34147,7.14
"[5, 17, 85, 64, 34157, 19747, 37]",85,64,34157,26.19
"[5, 17, 85, 64, 34159, 8006, 15]",85,64,34159,7.14
"[5, 17, 85, 64, 34171, 27230, 51]",85,64,34171,7.14
"[5, 17, 85, 64, 34183, 29376, 55]",85,64,34183,7.14
"[5, 17, 85, 64, 34211, 5880, 11]",85,64,34211,7.14
"[5, 17, 85, 64, 34213, 24056, 45]",85,64,34213,26.19
"[5, 17, 85, 64, 34217, 13366, 25]",85,64,34217,50.0
"[5, 17, 85, 64, 34231, 3744, 7]",85,64,34231,7.14
"[5, 17, 85, 64, 34253, 2676, 5]",85,64,34253,26.19
"[5, 17, 85, 64, 34259, 14453, 27]",85,64,34259,7.14
"[5, 17, 85, 64, 34261, 32655, 61]",85,64,34261,26.19
"[5, 17, 85, 64, 34267, 10173, 19]",85,64,34267,7.14
"[5, 17, 85, 64, 34273, 17672, 33]",85,64,34273,97.62
"[5, 17, 85, 64, 34283, 1607, 3]",85,64,34283,7.14
"[5, 17, 85, 64, 34297, 4823, 9]",85,64,34297,50.0
"[5, 17, 85, 64, 34301, 11255, 21]",85,64,34301,26.19
"[5, 17, 85, 64, 34303, 33767, 63]",85,64,34303,7.14
"[5, 17, 85, 64, 34313, 30560, 57]",85,64,34313,50.0
"[5, 17, 85, 64, 34319, 25203, 47]",85,64,34319,7.14
"[5, 17, 85, 64, 34327, 20918, 39]",85,64,34327,7.14
"[5, 17, 85, 64, 34337, 17705, 33]",85,64,34337,97.62
"[5, 17, 85, 64, 34351, 8051, 15]",85,64,34351,7.14
"[5, 17, 85, 64, 34361, 4832, 9]",85,64,34361,50.0
"[5, 17, 85, 64, 34367, 33830, 63]",85,64,34367,7.14
"[5, 17, 85, 64, 34369, 537, 1]",85,64,34369,97.62
"[5, 17, 85, 64, 34381, 2686, 5]",85,64,34381,26.19
"[5, 17, 85, 64, 34403, 5913, 11]",85,64,34403,7.14
"[5, 17, 85, 64, 34421, 15597, 29]",85,64,34421,26.19
"[5, 17, 85, 64, 34429, 11297, 21]",85,64,34429,26.19
"[5, 17, 85, 64, 34439, 29596, 55]",85,64,34439,7.14
"[5, 17, 85, 64, 34457, 22074, 41]",85,64,34457,50.0
"[5, 17, 85, 64, 34469, 24236, 45]",85,64,34469,26.19
"[5, 17, 85, 64, 34471, 12388, 23]",85,64,34471,7.14
"[5, 17, 85, 64, 34483, 31789, 59]",85,64,34483,7.14
"[5, 17, 85, 64, 34487, 3772, 7]",85,64,34487,7.14
"[5, 17, 85, 64, 34499, 23179, 43]",85,64,34499,7.14
"[5, 17, 85, 64, 34501, 7008, 13]",85,64,34501,26.19
"[5, 17, 85, 64, 34511, 25344, 47]",85,64,34511,7.14
"[5, 17, 85, 64, 34513, 26424, 49]",85,64,34513,97.62
"[5, 17, 85, 64, 34519, 21035, 39]",85,64,34519,7.14
"[5, 17, 85, 64, 34537, 13491, 25]",85,64,34537,50.0
"[5, 17, 85, 64, 34543, 8096, 15]",85,64,34543,7.14
"[5, 17, 85, 64, 34549, 15655, 29]",85,64,34549,26.19
"[5, 17, 85, 64, 34583, 21074, 39]",85,64,34583,7.14
"[5, 17, 85, 64, 34589, 28644, 53]",85,64,34589,26.19
"[5, 17, 85, 64, 34591, 16755, 31]",85,64,34591,7.14
"[5, 17, 85, 64, 34603, 1622, 3]",85,64,34603,7.14
"[5, 17, 85, 64, 34607, 8111, 15]",85,64,34607,7.14
"[5, 17, 85, 64, 34613, 15684, 29]",85,64,34613,26.19
"[5, 17, 85, 64, 34631, 29761, 55]",85,64,34631,7.14
"[5, 17, 85, 64, 34649, 22197, 41]",85,64,34649,50.0
"[5, 17, 85, 64, 34651, 10287, 19]",85,64,34651,7.14
"[5, 17, 85, 64, 34667, 1625, 3]",85,64,34667,7.14
"[5, 17, 85, 64, 34673, 9210, 17]",85,64,34673,97.62
"[5, 17, 85, 64, 34679, 3793, 7]",85,64,34679,7.14
"[5, 17, 85, 64, 34687, 34145, 63]",85,64,34687,7.14
"[5, 17, 85, 64, 34693, 7047, 13]",85,64,34693,26.19
"[5, 17, 85, 64, 34703, 25485, 47]",85,64,34703,7.14
"[5, 17, 85, 64, 34721, 17903, 33]",85,64,34721,97.62
"[5, 17, 85, 64, 34729, 13566, 25]",85,64,34729,50.0
"[5, 17, 85, 64, 34739, 32025, 59]",85,64,34739,7.14
"[5, 17, 85, 64, 34747, 27689, 51]",85,64,34747,7.14
"[5, 17, 85, 64, 34757, 7060, 13]",85,64,34757,26.19
"[5, 17, 85, 64, 34759, 29871, 55]",85,64,34759,7.14
"[5, 17, 85, 64, 34763, 19011, 35]",85,64,34763,7.14
"[5, 17, 85, 64, 34781, 28803, 53]",85,64,34781,26.19
"[5, 17, 85, 64, 34807, 3807, 7]",85,64,34807,7.14
"[5, 17, 85, 64, 34819, 23394, 43]",85,64,34819,7.14
"[5, 17, 85, 64, 34841, 22320, 41]",85,64,34841,50.0
"[5, 17, 85, 64, 34843, 10344, 19]",85,64,34843,7.14
"[5, 17, 85, 64, 34847, 16879, 31]",85,64,34847,7.14
"[5, 17, 85, 64, 34849, 17969, 33]",85,64,34849,97.62
"[5, 17, 85, 64, 34871, 3814, 7]",85,64,34871,7.14
"[5, 17, 85, 64, 34877, 11444, 21]",85,64,34877,26.19
"[5, 17, 85, 64, 34883, 23437, 43]",85,64,34883,7.14
"[5, 17, 85, 64, 34897, 26718, 49]",85,64,34897,97.62
"[5, 17, 85, 64, 34913, 18002, 33]",85,64,34913,97.62
"[5, 17, 85, 64, 34919, 12549, 23]",85,64,34919,7.14
"[5, 17, 85, 64, 34939, 27842, 51]",85,64,34939,7.14
"[5, 17, 85, 64, 34949, 7099, 13]",85,64,34949,26.19
"[5, 17, 85, 64, 34961, 26767, 49]",85,64,34961,97.62
"[5, 17, 85, 64, 34963, 14750, 27]",85,64,34963,7.14
"[5, 17, 85, 64, 34981, 24596, 45]",85,64,34981,26.19
"[5, 17, 85, 64, 35023, 25720, 47]",85,64,35023,7.14
"[5, 17, 85, 64, 35027, 14777, 27]",85,64,35027,7.14
"[5, 17, 85, 64, 35051, 1643, 3]",85,64,35051,7.14
"[5, 17, 85, 64, 35053, 20265, 37]",85,64,35053,26.19
"[5, 17, 85, 64, 35059, 32320, 59]",85,64,35059,7.14
"[5, 17, 85, 64, 35069, 11507, 21]",85,64,35069,26.19
"[5, 17, 85, 64, 35081, 31244, 57]",85,64,35081,50.0
"[5, 17, 85, 64, 35083, 19186, 35]",85,64,35083,7.14
"[5, 17, 85, 64, 35089, 26865, 49]",85,64,35089,97.62
"[5, 17, 85, 64, 35099, 10420, 19]",85,64,35099,7.14
"[5, 17, 85, 64, 35107, 6034, 11]",85,64,35107,7.14
"[5, 17, 85, 64, 35111, 12618, 23]",85,64,35111,7.14
"[5, 17, 85, 64, 35117, 20302, 37]",85,64,35117,26.19
"[5, 17, 85, 64, 35129, 4940, 9]",85,64,35129,50.0
"[5, 17, 85, 64, 35141, 7138, 13]",85,64,35141,26.19
"[5, 17, 85, 64, 35149, 2746, 5]",85,64,35149,26.19
"[5, 17, 85, 64, 35153, 26914, 49]",85,64,35153,97.62
"[5, 17, 85, 64, 35159, 21425, 39]",85,64,35159,7.14
"[5, 17, 85, 64, 35171, 6045, 11]",85,64,35171,7.14
"[5, 17, 85, 64, 35201, 550, 1]",85,64,35201,97.62
"[5, 17, 85, 64, 35221, 33570, 61]",85,64,35221,26.19
"[5, 17, 85, 64, 35227, 10458, 19]",85,64,35227,7.14
"[5, 17, 85, 64, 35251, 32497, 59]",85,64,35251,7.14
"[5, 17, 85, 64, 35257, 4958, 9]",85,64,35257,50.0
"[5, 17, 85, 64, 35267, 23695, 43]",85,64,35267,7.14
"[5, 17, 85, 64, 35279, 25908, 47]",85,64,35279,7.14
"[5, 17, 85, 64, 35281, 27012, 49]",85,64,35281,97.62
"[5, 17, 85, 64, 35291, 10477, 19]",85,64,35291,7.14
"[5, 17, 85, 64, 35311, 8276, 15]",85,64,35311,7.14
"[5, 17, 85, 64, 35317, 16003, 29]",85,64,35317,26.19
"[5, 17, 85, 64, 35323, 28148, 51]",85,64,35323,7.14
"[5, 17, 85, 64, 35327, 34775, 63]",85,64,35327,7.14
"[5, 17, 85, 64, 35339, 19326, 35]",85,64,35339,7.14
"[5, 17, 85, 64, 35353, 22648, 41]",85,64,35353,50.0
"[5, 17, 85, 64, 35363, 6078, 11]",85,64,35363,7.14
"[5, 17, 85, 64, 35381, 16032, 29]",85,64,35381,26.19
"[5, 17, 85, 64, 35393, 553, 1]",85,64,35393,97.62
"[5, 17, 85, 64, 35401, 31529, 57]",85,64,35401,50.0
"[5, 17, 85, 64, 35407, 26002, 47]",85,64,35407,7.14
"[5, 17, 85, 64, 35419, 10515, 19]",85,64,35419,7.14
"[5, 17, 85, 64, 35423, 17158, 31]",85,64,35423,7.14
"[5, 17, 85, 64, 35437, 20487, 37]",85,64,35437,26.19
"[5, 17, 85, 64, 35447, 3877, 7]",85,64,35447,7.14
"[5, 17, 85, 64, 35449, 4985, 9]",85,64,35449,50.0
"[5, 17, 85, 64, 35461, 7203, 13]",85,64,35461,26.19
"[5, 17, 85, 64, 35491, 6100, 11]",85,64,35491,7.14
"[5, 17, 85, 64, 35507, 32733, 59]",85,64,35507,7.14
"[5, 17, 85, 64, 35509, 16090, 29]",85,64,35509,26.19
"[5, 17, 85, 64, 35521, 555, 1]",85,64,35521,97.62
"[5, 17, 85, 64, 35527, 30531, 55]",85,64,35527,7.14
"[5, 17, 85, 64, 35531, 19431, 35]",85,64,35531,7.14
"[5, 17, 85, 64, 35533, 2776, 5]",85,64,35533,26.19
"[5, 17, 85, 64, 35537, 27208, 49]",85,64,35537,97.62
"[5, 17, 85, 64, 35543, 21659, 39]",85,64,35543,7.14
"[5, 17, 85, 64, 35569, 9448, 17]",85,64,35569,97.62
"[5, 17, 85, 64, 35573, 16119, 29]",85,64,35573,26.19
"[5, 17, 85, 64, 35591, 30586, 55]",85,64,35591,7.14
"[5, 17, 85, 64, 35593, 31700, 57]",85,64,35593,50.0
"[5, 17, 85, 64, 35597, 2781, 5]",85,64,35597,26.19
"[5, 17, 85, 64, 35603, 15020, 27]",85,64,35603,7.14
"[5, 17, 85, 64, 35617, 18365, 33]",85,64,35617,97.62
"[5, 17, 85, 64, 35671, 21737, 39]",85,64,35671,7.14
"[5, 17, 85, 64, 35677, 29545, 53]",85,64,35677,26.19
"[5, 17, 85, 64, 35729, 27355, 49]",85,64,35729,97.62
"[5, 17, 85, 64, 35731, 15074, 27]",85,64,35731,7.14
"[5, 17, 85, 64, 35747, 6144, 11]",85,64,35747,7.14
"[5, 17, 85, 64, 35753, 13966, 25]",85,64,35753,50.0
"[5, 17, 85, 64, 35759, 8381, 15]",85,64,35759,7.14
"[5, 17, 85, 64, 35771, 28505, 51]",85,64,35771,7.14
"[5, 17, 85, 64, 35797, 34119, 61]",85,64,35797,26.19
"[5, 17, 85, 64, 35801, 22935, 41]",85,64,35801,50.0
"[5, 17, 85, 64, 35803, 10629, 19]",85,64,35803,7.14
"[5, 17, 85, 64, 35809, 18464, 33]",85,64,35809,97.62
"[5, 17, 85, 64, 35831, 3919, 7]",85,64,35831,7.14
"[5, 17, 85, 64, 35837, 11759, 21]",85,64,35837,26.19
"[5, 17, 85, 64, 35839, 35279, 63]",85,64,35839,7.14
"[5, 17, 85, 64, 35851, 19606, 35]",85,64,35851,7.14
"[5, 17, 85, 64, 35863, 21854, 39]",85,64,35863,7.14
"[5, 17, 85, 64, 35869, 29704, 53]",85,64,35869,26.19
"[5, 17, 85, 64, 35879, 12894, 23]",85,64,35879,7.14
"[5, 17, 85, 64, 35897, 5048, 9]",85,64,35897,50.0
"[5, 17, 85, 64, 35899, 28607, 51]",85,64,35899,7.14
"[5, 17, 85, 64, 35911, 30861, 55]",85,64,35911,7.14
"[5, 17, 85, 64, 35923, 15155, 27]",85,64,35923,7.14
"[5, 17, 85, 64, 35933, 29757, 53]",85,64,35933,26.19
"[5, 17, 85, 64, 35951, 8426, 15]",85,64,35951,7.14
"[5, 17, 85, 64, 35963, 28658, 51]",85,64,35963,7.14
"[5, 17, 85, 64, 35969, 562, 1]",85,64,35969,97.62
"[5, 17, 85, 64, 35977, 32042, 57]",85,64,35977,50.0
"[5, 17, 85, 64, 35983, 26425, 47]",85,64,35983,7.14
"[5, 17, 85, 64, 35993, 23058, 41]",85,64,35993,50.0
"[5, 17, 85, 64, 35999, 17437, 31]",85,64,35999,7.14
"[5, 17, 85, 64, 36007, 12940, 23]",85,64,36007,7.14
"[5, 17, 85, 64, 36011, 1688, 3]",85,64,36011,7.14
"[5, 17, 85, 64, 36013, 20820, 37]",85,64,36013,26.19
"[5, 17, 85, 64, 36017, 9567, 17]",85,64,36017,97.62
"[5, 17, 85, 64, 36037, 7320, 13]",85,64,36037,26.19
"[5, 17, 85, 64, 36061, 29863, 53]",85,64,36061,26.19
"[5, 17, 85, 64, 36067, 6199, 11]",85,64,36067,7.14
"[5, 17, 85, 64, 36073, 14091, 25]",85,64,36073,50.0
"[5, 17, 85, 64, 36083, 33264, 59]",85,64,36083,7.14
"[5, 17, 85, 64, 36097, 564, 1]",85,64,36097,97.62
"[5, 17, 85, 64, 36107, 19746, 35]",85,64,36107,7.14
"[5, 17, 85, 64, 36109, 2821, 5]",85,64,36109,26.19
"[5, 17, 85, 64, 36131, 6210, 11]",85,64,36131,7.14
"[5, 17, 85, 64, 36137, 14116, 25]",85,64,36137,50.0
"[5, 17, 85, 64, 36151, 3954, 7]",85,64,36151,7.14
"[5, 17, 85, 64, 36161, 565, 1]",85,64,36161,97.62
"[5, 17, 85, 64, 36187, 10743, 19]",85,64,36187,7.14
"[5, 17, 85, 64, 36191, 17530, 31]",85,64,36191,7.14
"[5, 17, 85, 64, 36209, 9618, 17]",85,64,36209,97.62
