"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage 
"[3, 17, 51, 32, 50123, 4699, 3]",51,32,50123,12.0
"[3, 17, 51, 32, 50129, 26631, 17]",51,32,50129,96.0
"[3, 17, 51, 32, 50131, 42298, 27]",51,32,50131,12.0
"[3, 17, 51, 32, 50147, 17238, 11]",51,32,50147,12.0
"[3, 17, 51, 32, 50153, 39182, 25]",51,32,50153,48.0
"[3, 17, 51, 32, 50159, 23512, 15]",51,32,50159,12.0
"[3, 17, 51, 32, 50177, 1568, 1]",51,32,50177,96.0
"[3, 17, 51, 32, 50207, 48638, 31]",51,32,50207,12.0
"[3, 17, 51, 32, 50221, 7847, 5]",51,32,50221,24.0
"[3, 17, 51, 32, 50227, 42379, 27]",51,32,50227,12.0
"[3, 17, 51, 32, 50231, 10988, 7]",51,32,50231,12.0
"[3, 17, 51, 32, 50261, 45549, 29]",51,32,50261,24.0
"[3, 17, 51, 32, 50263, 10995, 7]",51,32,50263,12.0
"[3, 17, 51, 32, 50273, 1571, 1]",51,32,50273,96.0
"[3, 17, 51, 32, 50287, 23572, 15]",51,32,50287,12.0
"[3, 17, 51, 32, 50291, 42433, 27]",51,32,50291,12.0
"[3, 17, 51, 32, 50311, 36161, 23]",51,32,50311,12.0
"[3, 17, 51, 32, 50321, 26733, 17]",51,32,50321,96.0
"[3, 17, 51, 32, 50329, 14155, 9]",51,32,50329,48.0
"[3, 17, 51, 32, 50333, 33031, 21]",51,32,50333,24.0
"[3, 17, 51, 32, 50341, 20451, 13]",51,32,50341,24.0
"[3, 17, 51, 32, 50359, 11016, 7]",51,32,50359,12.0
"[3, 17, 51, 32, 50363, 29903, 19]",51,32,50363,12.0
"[3, 17, 51, 32, 50377, 39357, 25]",51,32,50377,48.0
"[3, 17, 51, 32, 50383, 23617, 15]",51,32,50383,12.0
"[3, 17, 51, 32, 50387, 42514, 27]",51,32,50387,12.0
"[3, 17, 51, 32, 50411, 4726, 3]",51,32,50411,12.0
"[3, 17, 51, 32, 50417, 26784, 17]",51,32,50417,96.0
"[3, 17, 51, 32, 50423, 11030, 7]",51,32,50423,12.0
"[3, 17, 51, 32, 50441, 39407, 25]",51,32,50441,48.0
"[3, 17, 51, 32, 50459, 29960, 19]",51,32,50459,12.0
"[3, 17, 51, 32, 50461, 33115, 21]",51,32,50461,24.0
"[3, 17, 51, 32, 50497, 1578, 1]",51,32,50497,96.0
"[3, 17, 51, 32, 50503, 36299, 23]",51,32,50503,12.0
"[3, 17, 51, 32, 50513, 26835, 17]",51,32,50513,96.0
"[3, 17, 51, 32, 50527, 48948, 31]",51,32,50527,12.0
"[3, 17, 51, 32, 50539, 4738, 3]",51,32,50539,12.0
"[3, 17, 51, 32, 50543, 23692, 15]",51,32,50543,12.0
"[3, 17, 51, 32, 50549, 45810, 29]",51,32,50549,24.0
"[3, 17, 51, 32, 50551, 11058, 7]",51,32,50551,12.0
"[3, 17, 51, 32, 50581, 45839, 29]",51,32,50581,24.0
"[3, 17, 51, 32, 50587, 30036, 19]",51,32,50587,12.0
"[3, 17, 51, 32, 50591, 49010, 31]",51,32,50591,12.0
"[3, 17, 51, 32, 50593, 1581, 1]",51,32,50593,96.0
"[3, 17, 51, 32, 50599, 36368, 23]",51,32,50599,12.0
"[3, 17, 51, 32, 50627, 17403, 11]",51,32,50627,12.0
"[3, 17, 51, 32, 50647, 11079, 7]",51,32,50647,12.0
"[3, 17, 51, 32, 50651, 30074, 19]",51,32,50651,12.0
"[3, 17, 51, 32, 50671, 23752, 15]",51,32,50671,12.0
"[3, 17, 51, 32, 50683, 30093, 19]",51,32,50683,12.0
"[3, 17, 51, 32, 50707, 42784, 27]",51,32,50707,12.0
"[3, 17, 51, 32, 50723, 17436, 11]",51,32,50723,12.0
"[3, 17, 51, 32, 50741, 45984, 29]",51,32,50741,24.0
"[3, 17, 51, 32, 50753, 1586, 1]",51,32,50753,96.0
"[3, 17, 51, 32, 50767, 23797, 15]",51,32,50767,12.0
"[3, 17, 51, 32, 50773, 46013, 29]",51,32,50773,24.0
"[3, 17, 51, 32, 50777, 14281, 9]",51,32,50777,48.0
"[3, 17, 51, 32, 50789, 20633, 13]",51,32,50789,24.0
"[3, 17, 51, 32, 50821, 20646, 13]",51,32,50821,24.0
"[3, 17, 51, 32, 50833, 27005, 17]",51,32,50833,96.0
"[3, 17, 51, 32, 50839, 11121, 7]",51,32,50839,12.0
"[3, 17, 51, 32, 50849, 1589, 1]",51,32,50849,96.0
"[3, 17, 51, 32, 50857, 39732, 25]",51,32,50857,48.0
"[3, 17, 51, 32, 50867, 42919, 27]",51,32,50867,12.0
"[3, 17, 51, 32, 50873, 14308, 9]",51,32,50873,48.0
"[3, 17, 51, 32, 50891, 4771, 3]",51,32,50891,12.0
"[3, 17, 51, 32, 50893, 7952, 5]",51,32,50893,24.0
"[3, 17, 51, 32, 50909, 33409, 21]",51,32,50909,24.0
"[3, 17, 51, 32, 50923, 4774, 3]",51,32,50923,12.0
"[3, 17, 51, 32, 50929, 27056, 17]",51,32,50929,96.0
"[3, 17, 51, 32, 50951, 36621, 23]",51,32,50951,12.0
"[3, 17, 51, 32, 50957, 7962, 5]",51,32,50957,24.0
"[3, 17, 51, 32, 50969, 14335, 9]",51,32,50969,48.0
"[3, 17, 51, 32, 50971, 30264, 19]",51,32,50971,12.0
"[3, 17, 51, 32, 50989, 7967, 5]",51,32,50989,24.0
"[3, 17, 51, 32, 50993, 27090, 17]",51,32,50993,96.0
"[3, 17, 51, 32, 51001, 14344, 9]",51,32,51001,48.0
"[3, 17, 51, 32, 51031, 11163, 7]",51,32,51031,12.0
"[3, 17, 51, 32, 51043, 17546, 11]",51,32,51043,12.0
"[3, 17, 51, 32, 51047, 36690, 23]",51,32,51047,12.0
"[3, 17, 51, 32, 51059, 43081, 27]",51,32,51059,12.0
"[3, 17, 51, 32, 51061, 46274, 29]",51,32,51061,24.0
"[3, 17, 51, 32, 51071, 49475, 31]",51,32,51071,12.0
"[3, 17, 51, 32, 51109, 20763, 13]",51,32,51109,24.0
"[3, 17, 51, 32, 51131, 30359, 19]",51,32,51131,12.0
"[3, 17, 51, 32, 51133, 33556, 21]",51,32,51133,24.0
"[3, 17, 51, 32, 51137, 1598, 1]",51,32,51137,96.0
"[3, 17, 51, 32, 51151, 23977, 15]",51,32,51151,12.0
"[3, 17, 51, 32, 51157, 46361, 29]",51,32,51157,24.0
"[3, 17, 51, 32, 51169, 1599, 1]",51,32,51169,96.0
"[3, 17, 51, 32, 51193, 14398, 9]",51,32,51193,48.0
"[3, 17, 51, 32, 51197, 33598, 21]",51,32,51197,24.0
"[3, 17, 51, 32, 51199, 49599, 31]",51,32,51199,12.0
"[3, 17, 51, 32, 51203, 17601, 11]",51,32,51203,12.0
"[3, 17, 51, 32, 51217, 27209, 17]",51,32,51217,96.0
"[3, 17, 51, 32, 51229, 33619, 21]",51,32,51229,24.0
"[3, 17, 51, 32, 51239, 36828, 23]",51,32,51239,12.0
"[3, 17, 51, 32, 51241, 40032, 25]",51,32,51241,48.0
"[3, 17, 51, 32, 51257, 14416, 9]",51,32,51257,48.0
"[3, 17, 51, 32, 51263, 49661, 31]",51,32,51263,12.0
"[3, 17, 51, 32, 51283, 43270, 27]",51,32,51283,12.0
"[3, 17, 51, 32, 51287, 11219, 7]",51,32,51287,12.0
"[3, 17, 51, 32, 51307, 4810, 3]",51,32,51307,12.0
"[3, 17, 51, 32, 51329, 1604, 1]",51,32,51329,96.0
"[3, 17, 51, 32, 51341, 8022, 5]",51,32,51341,24.0
"[3, 17, 51, 32, 51343, 24067, 15]",51,32,51343,12.0
"[3, 17, 51, 32, 51347, 43324, 27]",51,32,51347,12.0
"[3, 17, 51, 32, 51349, 46535, 29]",51,32,51349,24.0
"[3, 17, 51, 32, 51361, 1605, 1]",51,32,51361,96.0
"[3, 17, 51, 32, 51383, 11240, 7]",51,32,51383,12.0
"[3, 17, 51, 32, 51407, 24097, 15]",51,32,51407,12.0
"[3, 17, 51, 32, 51413, 46593, 29]",51,32,51413,24.0
"[3, 17, 51, 32, 51419, 30530, 19]",51,32,51419,12.0
"[3, 17, 51, 32, 51421, 33745, 21]",51,32,51421,24.0
"[3, 17, 51, 32, 51427, 17678, 11]",51,32,51427,12.0
"[3, 17, 51, 32, 51431, 36966, 23]",51,32,51431,12.0
"[3, 17, 51, 32, 51437, 8037, 5]",51,32,51437,24.0
"[3, 17, 51, 32, 51439, 24112, 15]",51,32,51439,12.0
"[3, 17, 51, 32, 51449, 14470, 9]",51,32,51449,48.0
"[3, 17, 51, 32, 51461, 20906, 13]",51,32,51461,24.0
"[3, 17, 51, 32, 51473, 27345, 17]",51,32,51473,96.0
"[3, 17, 51, 32, 51479, 11261, 7]",51,32,51479,12.0
"[3, 17, 51, 32, 51481, 14479, 9]",51,32,51481,48.0
"[3, 17, 51, 32, 51487, 49878, 31]",51,32,51487,12.0
"[3, 17, 51, 32, 51503, 24142, 15]",51,32,51503,12.0
"[3, 17, 51, 32, 51511, 11268, 7]",51,32,51511,12.0
"[3, 17, 51, 32, 51517, 33808, 21]",51,32,51517,24.0
"[3, 17, 51, 32, 51521, 1610, 1]",51,32,51521,96.0
"[3, 17, 51, 32, 51539, 43486, 27]",51,32,51539,12.0
"[3, 17, 51, 32, 51551, 49940, 31]",51,32,51551,12.0
"[3, 17, 51, 32, 51563, 4834, 3]",51,32,51563,12.0
"[3, 17, 51, 32, 51577, 14506, 9]",51,32,51577,48.0
"[3, 17, 51, 32, 51581, 33850, 21]",51,32,51581,24.0
"[3, 17, 51, 32, 51593, 40307, 25]",51,32,51593,48.0
"[3, 17, 51, 32, 51599, 24187, 15]",51,32,51599,12.0
"[3, 17, 51, 32, 51607, 11289, 7]",51,32,51607,12.0
"[3, 17, 51, 32, 51613, 33871, 21]",51,32,51613,24.0
"[3, 17, 51, 32, 51631, 24202, 15]",51,32,51631,12.0
"[3, 17, 51, 32, 51637, 46796, 29]",51,32,51637,24.0
"[3, 17, 51, 32, 51647, 50033, 31]",51,32,51647,12.0
"[3, 17, 51, 32, 51659, 4843, 3]",51,32,51659,12.0
"[3, 17, 51, 32, 51673, 14533, 9]",51,32,51673,48.0
"[3, 17, 51, 32, 51679, 50064, 31]",51,32,51679,12.0
"[3, 17, 51, 32, 51683, 17766, 11]",51,32,51683,12.0
"[3, 17, 51, 32, 51691, 4846, 3]",51,32,51691,12.0
"[3, 17, 51, 32, 51713, 1616, 1]",51,32,51713,96.0
"[3, 17, 51, 32, 51719, 37173, 23]",51,32,51719,12.0
"[3, 17, 51, 32, 51721, 40407, 25]",51,32,51721,48.0
"[3, 17, 51, 32, 51749, 21023, 13]",51,32,51749,24.0
"[3, 17, 51, 32, 51767, 11324, 7]",51,32,51767,12.0
"[3, 17, 51, 32, 51769, 14560, 9]",51,32,51769,48.0
"[3, 17, 51, 32, 51787, 4855, 3]",51,32,51787,12.0
"[3, 17, 51, 32, 51797, 46941, 29]",51,32,51797,24.0
"[3, 17, 51, 32, 51803, 30758, 19]",51,32,51803,12.0
"[3, 17, 51, 32, 51817, 40482, 25]",51,32,51817,48.0
"[3, 17, 51, 32, 51827, 43729, 27]",51,32,51827,12.0
"[3, 17, 51, 32, 51829, 46970, 29]",51,32,51829,24.0
"[3, 17, 51, 32, 51839, 50219, 31]",51,32,51839,12.0
"[3, 17, 51, 32, 51853, 8102, 5]",51,32,51853,24.0
"[3, 17, 51, 32, 51859, 43756, 27]",51,32,51859,12.0
"[3, 17, 51, 32, 51869, 34039, 21]",51,32,51869,24.0
"[3, 17, 51, 32, 51871, 50250, 31]",51,32,51871,12.0
"[3, 17, 51, 32, 51893, 47028, 29]",51,32,51893,24.0
"[3, 17, 51, 32, 51899, 30815, 19]",51,32,51899,12.0
"[3, 17, 51, 32, 51907, 17843, 11]",51,32,51907,12.0
"[3, 17, 51, 32, 51913, 40557, 25]",51,32,51913,48.0
"[3, 17, 51, 32, 51929, 14605, 9]",51,32,51929,48.0
"[3, 17, 51, 32, 51941, 21101, 13]",51,32,51941,24.0
"[3, 17, 51, 32, 51949, 8117, 5]",51,32,51949,24.0
"[3, 17, 51, 32, 51971, 17865, 11]",51,32,51971,12.0
"[3, 17, 51, 32, 51973, 21114, 13]",51,32,51973,24.0
"[3, 17, 51, 32, 51977, 40607, 25]",51,32,51977,48.0
"[3, 17, 51, 32, 51991, 11373, 7]",51,32,51991,12.0
"[3, 17, 51, 32, 52009, 40632, 25]",51,32,52009,48.0
"[3, 17, 51, 32, 52021, 47144, 29]",51,32,52021,24.0
"[3, 17, 51, 32, 52027, 30891, 19]",51,32,52027,12.0
"[3, 17, 51, 32, 52051, 43918, 27]",51,32,52051,12.0
"[3, 17, 51, 32, 52057, 14641, 9]",51,32,52057,48.0
"[3, 17, 51, 32, 52067, 17898, 11]",51,32,52067,12.0
"[3, 17, 51, 32, 52069, 21153, 13]",51,32,52069,24.0
"[3, 17, 51, 32, 52081, 27668, 17]",51,32,52081,96.0
"[3, 17, 51, 32, 52103, 37449, 23]",51,32,52103,12.0
"[3, 17, 51, 32, 52121, 14659, 9]",51,32,52121,48.0
"[3, 17, 51, 32, 52127, 50498, 31]",51,32,52127,12.0
"[3, 17, 51, 32, 52147, 43999, 27]",51,32,52147,12.0
"[3, 17, 51, 32, 52153, 14668, 9]",51,32,52153,48.0
"[3, 17, 51, 32, 52163, 17931, 11]",51,32,52163,12.0
"[3, 17, 51, 32, 52177, 27719, 17]",51,32,52177,96.0
"[3, 17, 51, 32, 52181, 47289, 29]",51,32,52181,24.0
"[3, 17, 51, 32, 52183, 11415, 7]",51,32,52183,12.0
"[3, 17, 51, 32, 52189, 34249, 21]",51,32,52189,24.0
"[3, 17, 51, 32, 52201, 40782, 25]",51,32,52201,48.0
"[3, 17, 51, 32, 52223, 50591, 31]",51,32,52223,12.0
"[3, 17, 51, 32, 52237, 8162, 5]",51,32,52237,24.0
"[3, 17, 51, 32, 52249, 14695, 9]",51,32,52249,48.0
"[3, 17, 51, 32, 52253, 34291, 21]",51,32,52253,24.0
"[3, 17, 51, 32, 52259, 17964, 11]",51,32,52259,12.0
"[3, 17, 51, 32, 52267, 4900, 3]",51,32,52267,12.0
"[3, 17, 51, 32, 52289, 1634, 1]",51,32,52289,96.0
"[3, 17, 51, 32, 52291, 17975, 11]",51,32,52291,12.0
"[3, 17, 51, 32, 52301, 8172, 5]",51,32,52301,24.0
"[3, 17, 51, 32, 52313, 14713, 9]",51,32,52313,48.0
"[3, 17, 51, 32, 52321, 1635, 1]",51,32,52321,96.0
"[3, 17, 51, 32, 52361, 40907, 25]",51,32,52361,48.0
"[3, 17, 51, 32, 52363, 4909, 3]",51,32,52363,12.0
"[3, 17, 51, 32, 52369, 27821, 17]",51,32,52369,96.0
"[3, 17, 51, 32, 52379, 31100, 19]",51,32,52379,12.0
"[3, 17, 51, 32, 52387, 18008, 11]",51,32,52387,12.0
"[3, 17, 51, 32, 52391, 37656, 23]",51,32,52391,12.0
"[3, 17, 51, 32, 52433, 27855, 17]",51,32,52433,96.0
"[3, 17, 51, 32, 52453, 21309, 13]",51,32,52453,24.0
"[3, 17, 51, 32, 52457, 40982, 25]",51,32,52457,48.0
"[3, 17, 51, 32, 52489, 41007, 25]",51,32,52489,48.0
"[3, 17, 51, 32, 52501, 47579, 29]",51,32,52501,24.0
"[3, 17, 51, 32, 52511, 50870, 31]",51,32,52511,12.0
"[3, 17, 51, 32, 52517, 21335, 13]",51,32,52517,24.0
"[3, 17, 51, 32, 52529, 27906, 17]",51,32,52529,96.0
"[3, 17, 51, 32, 52541, 34480, 21]",51,32,52541,24.0
"[3, 17, 51, 32, 52543, 50901, 31]",51,32,52543,12.0
"[3, 17, 51, 32, 52553, 41057, 25]",51,32,52553,48.0
"[3, 17, 51, 32, 52561, 27923, 17]",51,32,52561,96.0
"[3, 17, 51, 32, 52567, 11499, 7]",51,32,52567,12.0
"[3, 17, 51, 32, 52571, 31214, 19]",51,32,52571,12.0
"[3, 17, 51, 32, 52579, 18074, 11]",51,32,52579,12.0
"[3, 17, 51, 32, 52583, 37794, 23]",51,32,52583,12.0
"[3, 17, 51, 32, 52609, 1644, 1]",51,32,52609,96.0
"[3, 17, 51, 32, 52627, 44404, 27]",51,32,52627,12.0
"[3, 17, 51, 32, 52631, 11513, 7]",51,32,52631,12.0
"[3, 17, 51, 32, 52639, 50994, 31]",51,32,52639,12.0
"[3, 17, 51, 32, 52667, 31271, 19]",51,32,52667,12.0
"[3, 17, 51, 32, 52673, 1646, 1]",51,32,52673,96.0
"[3, 17, 51, 32, 52691, 44458, 27]",51,32,52691,12.0
"[3, 17, 51, 32, 52697, 14821, 9]",51,32,52697,48.0
"[3, 17, 51, 32, 52709, 21413, 13]",51,32,52709,24.0
"[3, 17, 51, 32, 52711, 37886, 23]",51,32,52711,12.0
"[3, 17, 51, 32, 52721, 28008, 17]",51,32,52721,96.0
"[3, 17, 51, 32, 52727, 11534, 7]",51,32,52727,12.0
"[3, 17, 51, 32, 52733, 34606, 21]",51,32,52733,24.0
"[3, 17, 51, 32, 52747, 4945, 3]",51,32,52747,12.0
"[3, 17, 51, 32, 52757, 47811, 29]",51,32,52757,24.0
"[3, 17, 51, 32, 52769, 1649, 1]",51,32,52769,96.0
"[3, 17, 51, 32, 52783, 24742, 15]",51,32,52783,12.0
"[3, 17, 51, 32, 52807, 37955, 23]",51,32,52807,12.0
"[3, 17, 51, 32, 52813, 8252, 5]",51,32,52813,24.0
"[3, 17, 51, 32, 52817, 28059, 17]",51,32,52817,96.0
"[3, 17, 51, 32, 52837, 21465, 13]",51,32,52837,24.0
"[3, 17, 51, 32, 52859, 31385, 19]",51,32,52859,12.0
"[3, 17, 51, 32, 52861, 34690, 21]",51,32,52861,24.0
"[3, 17, 51, 32, 52879, 24787, 15]",51,32,52879,12.0
"[3, 17, 51, 32, 52883, 44620, 27]",51,32,52883,12.0
"[3, 17, 51, 32, 52889, 14875, 9]",51,32,52889,48.0
"[3, 17, 51, 32, 52901, 21491, 13]",51,32,52901,24.0
"[3, 17, 51, 32, 52903, 38024, 23]",51,32,52903,12.0
"[3, 17, 51, 32, 52919, 11576, 7]",51,32,52919,12.0
"[3, 17, 51, 32, 52937, 41357, 25]",51,32,52937,48.0
"[3, 17, 51, 32, 52951, 11583, 7]",51,32,52951,12.0
"[3, 17, 51, 32, 52957, 34753, 21]",51,32,52957,24.0
"[3, 17, 51, 32, 52963, 18206, 11]",51,32,52963,12.0
"[3, 17, 51, 32, 52967, 38070, 23]",51,32,52967,12.0
"[3, 17, 51, 32, 52973, 8277, 5]",51,32,52973,24.0
"[3, 17, 51, 32, 52981, 48014, 29]",51,32,52981,24.0
"[3, 17, 51, 32, 52999, 38093, 23]",51,32,52999,12.0
"[3, 17, 51, 32, 53003, 4969, 3]",51,32,53003,12.0
"[3, 17, 51, 32, 53017, 14911, 9]",51,32,53017,48.0
"[3, 17, 51, 32, 53047, 11604, 7]",51,32,53047,12.0
"[3, 17, 51, 32, 53051, 31499, 19]",51,32,53051,12.0
"[3, 17, 51, 32, 53069, 8292, 5]",51,32,53069,24.0
"[3, 17, 51, 32, 53077, 48101, 29]",51,32,53077,24.0
"[3, 17, 51, 32, 53087, 51428, 31]",51,32,53087,12.0
"[3, 17, 51, 32, 53089, 1659, 1]",51,32,53089,96.0
"[3, 17, 51, 32, 53093, 21569, 13]",51,32,53093,24.0
"[3, 17, 51, 32, 53101, 8297, 5]",51,32,53101,24.0
"[3, 17, 51, 32, 53113, 14938, 9]",51,32,53113,48.0
"[3, 17, 51, 32, 53117, 34858, 21]",51,32,53117,24.0
"[3, 17, 51, 32, 53129, 41507, 25]",51,32,53129,48.0
"[3, 17, 51, 32, 53147, 31556, 19]",51,32,53147,12.0
"[3, 17, 51, 32, 53149, 34879, 21]",51,32,53149,24.0
"[3, 17, 51, 32, 53161, 41532, 25]",51,32,53161,48.0
"[3, 17, 51, 32, 53171, 44863, 27]",51,32,53171,12.0
"[3, 17, 51, 32, 53173, 48188, 29]",51,32,53173,24.0
"[3, 17, 51, 32, 53189, 21608, 13]",51,32,53189,24.0
"[3, 17, 51, 32, 53197, 8312, 5]",51,32,53197,24.0
"[3, 17, 51, 32, 53201, 28263, 17]",51,32,53201,96.0
"[3, 17, 51, 32, 53231, 24952, 15]",51,32,53231,12.0
"[3, 17, 51, 32, 53233, 28280, 17]",51,32,53233,96.0
"[3, 17, 51, 32, 53239, 11646, 7]",51,32,53239,12.0
"[3, 17, 51, 32, 53267, 44944, 27]",51,32,53267,12.0
"[3, 17, 51, 32, 53269, 48275, 29]",51,32,53269,24.0
"[3, 17, 51, 32, 53279, 51614, 31]",51,32,53279,12.0
"[3, 17, 51, 32, 53281, 1665, 1]",51,32,53281,96.0
"[3, 17, 51, 32, 53299, 44971, 27]",51,32,53299,12.0
"[3, 17, 51, 32, 53309, 34984, 21]",51,32,53309,24.0
"[3, 17, 51, 32, 53323, 4999, 3]",51,32,53323,12.0
"[3, 17, 51, 32, 53327, 24997, 15]",51,32,53327,12.0
"[3, 17, 51, 32, 53353, 41682, 25]",51,32,53353,48.0
"[3, 17, 51, 32, 53359, 25012, 15]",51,32,53359,12.0
"[3, 17, 51, 32, 53377, 1668, 1]",51,32,53377,96.0
"[3, 17, 51, 32, 53381, 21686, 13]",51,32,53381,24.0
"[3, 17, 51, 32, 53401, 15019, 9]",51,32,53401,48.0
"[3, 17, 51, 32, 53407, 51738, 31]",51,32,53407,12.0
"[3, 17, 51, 32, 53411, 18360, 11]",51,32,53411,12.0
"[3, 17, 51, 32, 53419, 5008, 3]",51,32,53419,12.0
"[3, 17, 51, 32, 53437, 35068, 21]",51,32,53437,24.0
"[3, 17, 51, 32, 53441, 1670, 1]",51,32,53441,96.0
"[3, 17, 51, 32, 53453, 8352, 5]",51,32,53453,24.0
"[3, 17, 51, 32, 53479, 38438, 23]",51,32,53479,12.0
"[3, 17, 51, 32, 53503, 51831, 31]",51,32,53503,12.0
"[3, 17, 51, 32, 53507, 18393, 11]",51,32,53507,12.0
"[3, 17, 51, 32, 53527, 11709, 7]",51,32,53527,12.0
"[3, 17, 51, 32, 53549, 8367, 5]",51,32,53549,24.0
"[3, 17, 51, 32, 53551, 25102, 15]",51,32,53551,12.0
"[3, 17, 51, 32, 53569, 1674, 1]",51,32,53569,96.0
"[3, 17, 51, 32, 53591, 11723, 7]",51,32,53591,12.0
"[3, 17, 51, 32, 53593, 15073, 9]",51,32,53593,48.0
"[3, 17, 51, 32, 53597, 35173, 21]",51,32,53597,24.0
"[3, 17, 51, 32, 53609, 41882, 25]",51,32,53609,48.0
"[3, 17, 51, 32, 53611, 5026, 3]",51,32,53611,12.0
"[3, 17, 51, 32, 53617, 28484, 17]",51,32,53617,96.0
"[3, 17, 51, 32, 53623, 11730, 7]",51,32,53623,12.0
"[3, 17, 51, 32, 53629, 35194, 21]",51,32,53629,24.0
"[3, 17, 51, 32, 53633, 1676, 1]",51,32,53633,96.0
"[3, 17, 51, 32, 53639, 38553, 23]",51,32,53639,12.0
"[3, 17, 51, 32, 53653, 48623, 29]",51,32,53653,24.0
"[3, 17, 51, 32, 53657, 15091, 9]",51,32,53657,48.0
"[3, 17, 51, 32, 53681, 28518, 17]",51,32,53681,96.0
"[3, 17, 51, 32, 53693, 35236, 21]",51,32,53693,24.0
"[3, 17, 51, 32, 53699, 18459, 11]",51,32,53699,12.0
"[3, 17, 51, 32, 53717, 48681, 29]",51,32,53717,24.0
"[3, 17, 51, 32, 53719, 11751, 7]",51,32,53719,12.0
"[3, 17, 51, 32, 53731, 18470, 11]",51,32,53731,12.0
"[3, 17, 51, 32, 53759, 52079, 31]",51,32,53759,12.0
"[3, 17, 51, 32, 53773, 8402, 5]",51,32,53773,24.0
"[3, 17, 51, 32, 53777, 28569, 17]",51,32,53777,96.0
"[3, 17, 51, 32, 53783, 11765, 7]",51,32,53783,12.0
"[3, 17, 51, 32, 53791, 52110, 31]",51,32,53791,12.0
"[3, 17, 51, 32, 53813, 48768, 29]",51,32,53813,24.0
"[3, 17, 51, 32, 53819, 31955, 19]",51,32,53819,12.0
"[3, 17, 51, 32, 53831, 38691, 23]",51,32,53831,12.0
"[3, 17, 51, 32, 53849, 15145, 9]",51,32,53849,48.0
"[3, 17, 51, 32, 53857, 1683, 1]",51,32,53857,96.0
"[3, 17, 51, 32, 53861, 21881, 13]",51,32,53861,24.0
"[3, 17, 51, 32, 53881, 15154, 9]",51,32,53881,48.0
"[3, 17, 51, 32, 53887, 52203, 31]",51,32,53887,12.0
"[3, 17, 51, 32, 53891, 18525, 11]",51,32,53891,12.0
"[3, 17, 51, 32, 53897, 42107, 25]",51,32,53897,48.0
"[3, 17, 51, 32, 53899, 5053, 3]",51,32,53899,12.0
"[3, 17, 51, 32, 53917, 35383, 21]",51,32,53917,24.0
"[3, 17, 51, 32, 53923, 18536, 11]",51,32,53923,12.0
"[3, 17, 51, 32, 53927, 38760, 23]",51,32,53927,12.0
"[3, 17, 51, 32, 53939, 45511, 27]",51,32,53939,12.0
"[3, 17, 51, 32, 53951, 52265, 31]",51,32,53951,12.0
"[3, 17, 51, 32, 53959, 38783, 23]",51,32,53959,12.0
"[3, 17, 51, 32, 53987, 18558, 11]",51,32,53987,12.0
"[3, 17, 51, 32, 53993, 42182, 25]",51,32,53993,48.0
"[3, 17, 51, 32, 54001, 28688, 17]",51,32,54001,96.0
"[3, 17, 51, 32, 54011, 32069, 19]",51,32,54011,12.0
"[3, 17, 51, 32, 54013, 35446, 21]",51,32,54013,24.0
"[3, 17, 51, 32, 54037, 48971, 29]",51,32,54037,24.0
"[3, 17, 51, 32, 54049, 1689, 1]",51,32,54049,96.0
"[3, 17, 51, 32, 54059, 5068, 3]",51,32,54059,12.0
"[3, 17, 51, 32, 54083, 18591, 11]",51,32,54083,12.0
"[3, 17, 51, 32, 54091, 5071, 3]",51,32,54091,12.0
"[3, 17, 51, 32, 54101, 49029, 29]",51,32,54101,24.0
"[3, 17, 51, 32, 54121, 42282, 25]",51,32,54121,48.0
"[3, 17, 51, 32, 54133, 49058, 29]",51,32,54133,24.0
"[3, 17, 51, 32, 54139, 32145, 19]",51,32,54139,12.0
"[3, 17, 51, 32, 54151, 38921, 23]",51,32,54151,12.0
"[3, 17, 51, 32, 54163, 45700, 27]",51,32,54163,12.0
"[3, 17, 51, 32, 54167, 11849, 7]",51,32,54167,12.0
"[3, 17, 51, 32, 54181, 22011, 13]",51,32,54181,24.0
"[3, 17, 51, 32, 54193, 28790, 17]",51,32,54193,96.0
"[3, 17, 51, 32, 54217, 42357, 25]",51,32,54217,48.0
"[3, 17, 51, 32, 54251, 5086, 3]",51,32,54251,12.0
"[3, 17, 51, 32, 54269, 35614, 21]",51,32,54269,24.0
"[3, 17, 51, 32, 54277, 22050, 13]",51,32,54277,24.0
"[3, 17, 51, 32, 54287, 25447, 15]",51,32,54287,12.0
"[3, 17, 51, 32, 54293, 49203, 29]",51,32,54293,24.0
"[3, 17, 51, 32, 54311, 39036, 23]",51,32,54311,12.0
"[3, 17, 51, 32, 54319, 25462, 15]",51,32,54319,12.0
"[3, 17, 51, 32, 54323, 45835, 27]",51,32,54323,12.0
"[3, 17, 51, 32, 54331, 32259, 19]",51,32,54331,12.0
"[3, 17, 51, 32, 54347, 5095, 3]",51,32,54347,12.0
"[3, 17, 51, 32, 54361, 15289, 9]",51,32,54361,48.0
"[3, 17, 51, 32, 54367, 52668, 31]",51,32,54367,12.0
"[3, 17, 51, 32, 54371, 18690, 11]",51,32,54371,12.0
"[3, 17, 51, 32, 54377, 42482, 25]",51,32,54377,48.0
"[3, 17, 51, 32, 54401, 1700, 1]",51,32,54401,96.0
